,TOWN,POP2010,SHAPE_Area,GEOID10,SHAPE_AREA,POP100_RE
185,groveland,6459,24338169.3,250092641003,16182345.5524,2601.0
185,groveland,6459,24338169.3,250092641002,5369233.33179,1819.0
185,groveland,6459,24338169.3,250092641001,2788356.40656,2039.0
186,millbury,13261,42590051.944,250277373001,2294415.63697,1502.0
186,millbury,13261,42590051.944,250277373003,2742445.18286,1536.0
186,millbury,13261,42590051.944,250277371004,11790824.387,1568.0
186,millbury,13261,42590051.944,250277371001,1849701.88366,744.0
186,millbury,13261,42590051.944,250277371002,3446471.19031,1003.0
186,millbury,13261,42590051.944,250277372002,790469.898531,949.0
186,millbury,13261,42590051.944,250277371003,9088553.26595,1801.0
186,millbury,13261,42590051.944,250277372001,730947.778121,798.0
186,millbury,13261,42590051.944,250277373002,4924053.83651,1469.0
186,millbury,13261,42590051.944,250277373004,4907996.14595,1891.0
187,pelham,1321,68761050.5763,250158202021,68769577.5474,1321.0
188,wakefield,24932,20704636.1337,250173352001,724824.236179,850.0
188,wakefield,24932,20704636.1337,250173354001,627454.486803,865.0
188,wakefield,24932,20704636.1337,250173354003,534016.836922,1393.0
188,wakefield,24932,20704636.1337,250173354004,766058.812584,914.0
188,wakefield,24932,20704636.1337,250173354002,1713373.98987,1922.0
188,wakefield,24932,20704636.1337,250173353011,1932962.2613,1969.0
188,wakefield,24932,20704636.1337,250173352004,1140239.72451,1532.0
188,wakefield,24932,20704636.1337,250173353012,737361.306548,1114.0
188,wakefield,24932,20704636.1337,250173353013,173482.250449,769.0
188,wakefield,24932,20704636.1337,250173351003,298844.357463,545.0
188,wakefield,24932,20704636.1337,250173351004,383250.796185,1229.0
188,wakefield,24932,20704636.1337,250173353023,803643.914714,846.0
188,wakefield,24932,20704636.1337,250173353022,2542283.41702,3040.0
188,wakefield,24932,20704636.1337,250173351002,295040.300807,977.0
188,wakefield,24932,20704636.1337,250173351005,529214.464514,982.0
188,wakefield,24932,20704636.1337,250173351006,2856008.40574,773.0
188,wakefield,24932,20704636.1337,250173351001,794173.130768,1222.0
188,wakefield,24932,20704636.1337,250173353021,1976781.10339,735.0
188,wakefield,24932,20704636.1337,250173352005,733399.917458,1671.0
188,wakefield,24932,20704636.1337,250173352002,353842.223414,804.0
188,wakefield,24932,20704636.1337,250173352003,688777.915419,780.0
189,rockland,17489,26209250.3619,250235021023,1843910.8649,1982.0
189,rockland,17489,26209250.3619,250235021021,1809167.22511,1713.0
189,rockland,17489,26209250.3619,250235021013,1618918.08954,1361.0
189,rockland,17489,26209250.3619,250235021012,586829.117094,1501.0
189,rockland,17489,26209250.3619,250235021014,785561.59597,1500.0
189,rockland,17489,26209250.3619,250235021011,2138684.96101,1689.0
189,rockland,17489,26209250.3619,250235022002,2240663.96708,1501.0
189,rockland,17489,26209250.3619,250235022003,5228327.39757,2054.0
189,rockland,17489,26209250.3619,250235022004,1564375.81417,1031.0
189,rockland,17489,26209250.3619,250235022001,3632307.97593,1252.0
189,rockland,17489,26209250.3619,250235021022,5506886.45286,1905.0
190,seekonk,13722,48289466.8644,250056322004,6910839.86129,1171.0
190,seekonk,13722,48289466.8644,250056322003,5256768.56467,1978.0
190,seekonk,13722,48289466.8644,250056322005,1892067.6354,1102.0
190,seekonk,13722,48289466.8644,250056322001,2451101.52516,1192.0
190,seekonk,13722,48289466.8644,250056322002,7350793.51719,1736.0
190,seekonk,13722,48289466.8644,250056321006,8924678.23427,1701.0
190,seekonk,13722,48289466.8644,250056321005,2888586.46711,887.0
190,seekonk,13722,48289466.8644,250056321001,8358872.77333,1251.0
190,seekonk,13722,48289466.8644,250056321004,1883362.4943,722.0
190,seekonk,13722,48289466.8644,250056321002,1123214.18594,1167.0
190,seekonk,13722,48289466.8644,250056321003,1184381.74326,815.0
191,templeton,8013,83865776.8753,250277051003,26047554.2487,2334.0
191,templeton,8013,83865776.8753,250277051002,8035954.65281,1595.0
191,templeton,8013,83865776.8753,250277051001,8330787.56884,657.0
191,templeton,8013,83865776.8753,250277051005,25189201.6385,2258.0
191,templeton,8013,83865776.8753,250277051004,16256479.7463,1169.0
192,palmer,12140,82871148.4946,250138102002,5772923.97557,1112.0
192,palmer,12140,82871148.4946,250138102001,6625686.99259,944.0
192,palmer,12140,82871148.4946,250138102003,5865357.2953,654.0
192,palmer,12140,82871148.4946,250138101001,40601373.9712,2493.0
192,palmer,12140,82871148.4946,250138101002,5530446.36461,1091.0
192,palmer,12140,82871148.4946,250138101004,2190242.78785,932.0
192,palmer,12140,82871148.4946,250138101003,2827082.99778,1774.0
192,palmer,12140,82871148.4946,250138103002,11286117.5979,1847.0
192,palmer,12140,82871148.4946,250138103001,2101603.97853,1293.0
193,foxborough,16865,53987529.5935,250214101004,6872541.51858,1981.0
193,foxborough,16865,53987529.5935,250214101001,9695382.59207,933.0
193,foxborough,16865,53987529.5935,250214101003,1928782.25741,774.0
193,foxborough,16865,53987529.5935,250214104004,808634.924516,1016.0
193,foxborough,16865,53987529.5935,250214104005,1655205.83854,1932.0
193,foxborough,16865,53987529.5935,250214101002,7470917.11087,2454.0
193,foxborough,16865,53987529.5935,250214104002,4769964.8394,1381.0
193,foxborough,16865,53987529.5935,250214104003,2557571.91759,750.0
193,foxborough,16865,53987529.5935,250214103002,8817291.97205,2454.0
193,foxborough,16865,53987529.5935,250214103001,7496566.66731,1969.0
193,foxborough,16865,53987529.5935,250214104001,1922975.93855,1221.0
194,lincoln,6362,38800943.9391,250173602003,7168319.3541,1260.0
194,lincoln,6362,38800943.9391,250173602002,9045375.32541,1173.0
194,lincoln,6362,38800943.9391,250173602004,14039374.3625,1762.0
194,lincoln,6362,38800943.9391,250173602001,6487903.58196,881.0
194,lincoln,6362,38800943.9391,250173601001,2052805.37426,1286.0
195,east bridgewater,13794,45428309.9861,250235231002,3225445.90215,975.0
195,east bridgewater,13794,45428309.9861,250235232024,7801839.4979,2721.0
195,east bridgewater,13794,45428309.9861,250235231001,6011043.96812,2069.0
195,east bridgewater,13794,45428309.9861,250235232021,4852360.24578,2016.0
195,east bridgewater,13794,45428309.9861,250235232011,2582330.10643,1335.0
195,east bridgewater,13794,45428309.9861,250235232023,7852140.70698,1635.0
195,east bridgewater,13794,45428309.9861,250235232022,5916525.50119,1481.0
195,east bridgewater,13794,45428309.9861,250235232013,4042908.82077,782.0
195,east bridgewater,13794,45428309.9861,250235232012,3126167.57914,780.0
195,east bridgewater,13794,45428309.9861,250235113021,632619.406741,656.0
196,lakeville,10602,93548116.1046,250056171012,12666938.1197,840.0
196,lakeville,10602,93548116.1046,250235401032,21307662.3916,1810.0
196,lakeville,10602,93548116.1046,250235401021,30952301.1788,2570.0
196,lakeville,10602,93548116.1046,250235401031,17226073.1954,2439.0
196,lakeville,10602,93548116.1046,250235401012,8945290.55898,1326.0
196,lakeville,10602,93548116.1046,250235401013,4366143.85284,1304.0
196,lakeville,10602,93548116.1046,250235401011,10754445.7027,1153.0
197,royalston,1258,110192964.245,250277022002,110074099.028,1258.0
198,watertown,31915,10681446.6126,250173701014,415849.981672,1765.0
198,watertown,31915,10681446.6126,250173702022,197331.999704,951.0
198,watertown,31915,10681446.6126,250173701011,304629.238669,1148.0
198,watertown,31915,10681446.6126,250173704006,238013.680452,1048.0
198,watertown,31915,10681446.6126,250173704004,469996.822457,764.0
198,watertown,31915,10681446.6126,250173704005,124882.408243,604.0
198,watertown,31915,10681446.6126,250173703002,1181662.78124,1484.0
198,watertown,31915,10681446.6126,250173704003,146274.437643,597.0
198,watertown,31915,10681446.6126,250173701024,578362.718233,1762.0
198,watertown,31915,10681446.6126,250173703003,270167.223365,845.0
198,watertown,31915,10681446.6126,250173704002,415605.737365,1210.0
198,watertown,31915,10681446.6126,250173701023,200095.176605,800.0
198,watertown,31915,10681446.6126,250173704001,192933.427064,903.0
198,watertown,31915,10681446.6126,250173701021,841751.103009,1082.0
198,watertown,31915,10681446.6126,250173703004,181888.325399,1048.0
198,watertown,31915,10681446.6126,250173701025,438406.253975,1410.0
198,watertown,31915,10681446.6126,250173703005,167223.584967,629.0
198,watertown,31915,10681446.6126,250173701022,239853.13083,1697.0
198,watertown,31915,10681446.6126,250173703001,762141.930056,223.0
198,watertown,31915,10681446.6126,250173702013,429823.244725,1388.0
198,watertown,31915,10681446.6126,250173702021,246861.366588,853.0
198,watertown,31915,10681446.6126,250173703006,151673.225084,609.0
198,watertown,31915,10681446.6126,250173702012,239541.898464,1271.0
198,watertown,31915,10681446.6126,250173701013,412007.05389,2273.0
198,watertown,31915,10681446.6126,250173702023,304176.349947,967.0
198,watertown,31915,10681446.6126,250173703007,150198.867681,806.0
198,watertown,31915,10681446.6126,250173702011,630446.862682,1098.0
198,watertown,31915,10681446.6126,250173701012,288506.784117,1302.0
198,watertown,31915,10681446.6126,250173702024,322414.857667,1378.0
199,easton,23112,75713803.5993,250056002033,9773235.72741,2879.0
199,easton,23112,75713803.5993,250056002032,5533715.52471,927.0
199,easton,23112,75713803.5993,250056002041,7116688.84071,1790.0
199,easton,23112,75713803.5993,250056002042,8847975.15777,2105.0
199,easton,23112,75713803.5993,250056002031,4753417.06925,1805.0
199,easton,23112,75713803.5993,250056001002,3351991.13721,1696.0
199,easton,23112,75713803.5993,250056001001,3923848.36726,2224.0
199,easton,23112,75713803.5993,250059856001,12251138.4827,5205.0
199,easton,23112,75713803.5993,250056002023,9026609.51491,842.0
199,easton,23112,75713803.5993,250056002022,3345549.54092,816.0
199,easton,23112,75713803.5993,250056002021,7781232.14407,2823.0
200,natick,33006,41337981.602,250173821001,2314485.9072,1389.0
200,natick,33006,41337981.602,250173826013,946624.425511,1573.0
200,natick,33006,41337981.602,250173826012,308566.991578,813.0
200,natick,33006,41337981.602,250173824001,451931.520994,1476.0
200,natick,33006,41337981.602,250173823004,3004374.8549,1481.0
200,natick,33006,41337981.602,250173823001,242733.815748,763.0
200,natick,33006,41337981.602,250173826021,496334.074009,539.0
200,natick,33006,41337981.602,250173825003,2606133.67233,1594.0
200,natick,33006,41337981.602,250173826023,1065613.63148,1424.0
200,natick,33006,41337981.602,250173826024,1002825.23301,1372.0
200,natick,33006,41337981.602,250173822003,620162.032655,1056.0
200,natick,33006,41337981.602,250173822002,621767.279074,1260.0
200,natick,33006,41337981.602,250173825002,786277.427032,1108.0
200,natick,33006,41337981.602,250173822001,1354233.73776,1499.0
200,natick,33006,41337981.602,250173826022,1609853.39583,824.0
200,natick,33006,41337981.602,250173822004,1867061.88047,1343.0
200,natick,33006,41337981.602,250173825001,3290171.3189,1716.0
200,natick,33006,41337981.602,250173821005,788083.634646,973.0
200,natick,33006,41337981.602,250173821004,857545.412321,821.0
200,natick,33006,41337981.602,250173821003,1196047.43311,802.0
200,natick,33006,41337981.602,250173821002,839164.54011,926.0
200,natick,33006,41337981.602,250173823003,5603986.38908,909.0
200,natick,33006,41337981.602,250173824002,2488076.03914,1798.0
200,natick,33006,41337981.602,250173823002,4415702.90354,2415.0
200,natick,33006,41337981.602,250173824003,1945547.06647,1249.0
200,natick,33006,41337981.602,250173826011,613611.783469,1883.0
201,brockton,93810,55724091.4612,250235105022,493190.794117,1311.0
201,brockton,93810,55724091.4612,250235104001,184869.862324,880.0
201,brockton,93810,55724091.4612,250235105024,1233559.69448,525.0
201,brockton,93810,55724091.4612,250235103003,530125.316609,1612.0
201,brockton,93810,55724091.4612,250235103001,352733.442942,1636.0
201,brockton,93810,55724091.4612,250235105031,204160.988507,1930.0
201,brockton,93810,55724091.4612,250235105025,1325378.2758,1659.0
201,brockton,93810,55724091.4612,250235105012,1057179.24829,2675.0
201,brockton,93810,55724091.4612,250235105011,467364.222514,683.0
201,brockton,93810,55724091.4612,250235101002,686305.017091,1172.0
201,brockton,93810,55724091.4612,250235101003,403878.289575,792.0
201,brockton,93810,55724091.4612,250235101004,1269086.77792,1352.0
201,brockton,93810,55724091.4612,250235101001,781313.157408,1460.0
201,brockton,93810,55724091.4612,250235116007,1978518.82902,599.0
201,brockton,93810,55724091.4612,250235113022,695199.973739,737.0
201,brockton,93810,55724091.4612,250235116004,542557.898445,624.0
201,brockton,93810,55724091.4612,250235116003,370649.075066,1276.0
201,brockton,93810,55724091.4612,250235113024,648485.022406,871.0
201,brockton,93810,55724091.4612,250235113023,891787.053039,1267.0
201,brockton,93810,55724091.4612,250235116002,198786.535132,680.0
201,brockton,93810,55724091.4612,250235113014,663110.119662,1487.0
201,brockton,93810,55724091.4612,250235116001,246566.962716,1217.0
201,brockton,93810,55724091.4612,250235113013,392488.090753,1115.0
201,brockton,93810,55724091.4612,250235115002,116283.465105,877.0
201,brockton,93810,55724091.4612,250235113015,1315335.41653,864.0
201,brockton,93810,55724091.4612,250235115001,166169.051248,988.0
201,brockton,93810,55724091.4612,250235113012,391795.522064,690.0
201,brockton,93810,55724091.4612,250235114001,168189.023935,912.0
201,brockton,93810,55724091.4612,250235112001,1920792.99416,966.0
201,brockton,93810,55724091.4612,250235113011,531114.200186,1178.0
201,brockton,93810,55724091.4612,250235112002,376566.609433,1220.0
201,brockton,93810,55724091.4612,250235112003,360366.594284,1344.0
201,brockton,93810,55724091.4612,250235112004,459897.583582,608.0
201,brockton,93810,55724091.4612,250235112005,776255.027743,711.0
201,brockton,93810,55724091.4612,250235110002,1085643.08244,2472.0
201,brockton,93810,55724091.4612,250235111006,372508.743125,789.0
201,brockton,93810,55724091.4612,250235111004,333289.014867,637.0
201,brockton,93810,55724091.4612,250235111002,667118.977888,627.0
201,brockton,93810,55724091.4612,250235104002,174379.86514,721.0
201,brockton,93810,55724091.4612,250235111001,614730.313729,997.0
201,brockton,93810,55724091.4612,250235110001,379329.305914,568.0
201,brockton,93810,55724091.4612,250235111003,956235.404246,1631.0
201,brockton,93810,55724091.4612,250235111005,574878.316747,610.0
201,brockton,93810,55724091.4612,250235103002,140882.112015,550.0
201,brockton,93810,55724091.4612,250235102003,730516.291246,682.0
201,brockton,93810,55724091.4612,250235102002,768845.766571,1213.0
201,brockton,93810,55724091.4612,250235102004,898132.237303,2363.0
201,brockton,93810,55724091.4612,250235102001,2513796.71617,1706.0
201,brockton,93810,55724091.4612,250235117015,492623.071884,747.0
201,brockton,93810,55724091.4612,250235116005,369175.912428,928.0
201,brockton,93810,55724091.4612,250235117013,819795.820505,817.0
201,brockton,93810,55724091.4612,250235117022,2074014.72468,1190.0
201,brockton,93810,55724091.4612,250235116006,489072.173492,1887.0
201,brockton,93810,55724091.4612,250235117021,2448745.29665,1608.0
201,brockton,93810,55724091.4612,250235117014,271733.393861,906.0
201,brockton,93810,55724091.4612,250235117012,1263190.07569,1495.0
201,brockton,93810,55724091.4612,250235117011,268045.945412,690.0
201,brockton,93810,55724091.4612,250235115003,243915.907499,1400.0
201,brockton,93810,55724091.4612,250235115004,200940.070729,1043.0
201,brockton,93810,55724091.4612,250235114002,203324.624215,783.0
201,brockton,93810,55724091.4612,250235107006,647622.151029,1165.0
201,brockton,93810,55724091.4612,250235114003,171592.718982,845.0
201,brockton,93810,55724091.4612,250235114004,185009.248048,1176.0
201,brockton,93810,55724091.4612,250235107003,285741.232248,721.0
201,brockton,93810,55724091.4612,250235106001,939769.95735,784.0
201,brockton,93810,55724091.4612,250235107002,158402.106204,570.0
201,brockton,93810,55724091.4612,250235106002,1878245.55496,1039.0
201,brockton,93810,55724091.4612,250235109002,300808.939254,1052.0
201,brockton,93810,55724091.4612,250235108006,210977.706336,1456.0
201,brockton,93810,55724091.4612,250235106003,2534719.13569,1034.0
201,brockton,93810,55724091.4612,250235108003,191588.284935,887.0
201,brockton,93810,55724091.4612,250235107004,408873.825733,1061.0
201,brockton,93810,55724091.4612,250235108004,230291.599421,1455.0
201,brockton,93810,55724091.4612,250235109001,206905.257111,378.0
201,brockton,93810,55724091.4612,250235107001,351583.020409,1415.0
201,brockton,93810,55724091.4612,250235108002,188088.27785,894.0
201,brockton,93810,55724091.4612,250235109003,231771.37474,1101.0
201,brockton,93810,55724091.4612,250235107005,289842.920485,724.0
201,brockton,93810,55724091.4612,250235108001,172357.031938,898.0
201,brockton,93810,55724091.4612,250235108005,145627.817405,749.0
201,brockton,93810,55724091.4612,250235105032,435551.988894,1011.0
201,brockton,93810,55724091.4612,250235104003,171910.043252,1269.0
201,brockton,93810,55724091.4612,250235105033,1922602.47923,1355.0
201,brockton,93810,55724091.4612,250235105021,362591.846687,1022.0
201,brockton,93810,55724091.4612,250235105023,787876.02328,1279.0
201,brockton,93810,55724091.4612,250235104004,146757.990425,836.0
202,wendell,848,83459540.1821,250110404003,83428587.2962,848.0
203,westford,21951,81226634.0748,250173182001,15301259.6022,2626.0
203,westford,21951,81226634.0748,250173181001,4656893.61932,2333.0
203,westford,21951,81226634.0748,250173181002,1063575.48525,1387.0
203,westford,21951,81226634.0748,250173181003,1657760.24516,724.0
203,westford,21951,81226634.0748,250173181004,9766475.189,2230.0
203,westford,21951,81226634.0748,250173184001,16366872.2896,2551.0
203,westford,21951,81226634.0748,250173183003,4119891.72961,1530.0
203,westford,21951,81226634.0748,250173184002,5786110.91327,1357.0
203,westford,21951,81226634.0748,250173183002,7947753.86357,2464.0
203,westford,21951,81226634.0748,250173183001,3236328.24131,817.0
203,westford,21951,81226634.0748,250173182002,2477870.4304,1227.0
203,westford,21951,81226634.0748,250173183004,8862765.74101,2705.0
204,north reading,14892,34936710.7917,250173302002,4374972.76568,1789.0
204,north reading,14892,34936710.7917,250173302001,5770116.96515,2628.0
204,north reading,14892,34936710.7917,250173302004,1396183.0649,1176.0
204,north reading,14892,34936710.7917,250173301003,3002688.38843,1437.0
204,north reading,14892,34936710.7917,250173302003,1971828.62015,1068.0
204,north reading,14892,34936710.7917,250173301001,2098501.9048,1045.0
204,north reading,14892,34936710.7917,250173301002,4762032.9887,2140.0
204,north reading,14892,34936710.7917,250173301005,6922988.12341,2042.0
204,north reading,14892,34936710.7917,250173301004,4655877.78772,1567.0
205,tisbury,3949,17020482.9124,250072001003,1784430.09864,702.0
205,tisbury,3949,17020482.9124,250072001004,1884194.22687,924.0
205,tisbury,3949,17020482.9124,250072001005,7013008.25973,294.0
205,tisbury,3949,17020482.9124,250072001002,1675532.88457,1341.0
205,tisbury,3949,17020482.9124,250072001001,4665001.94127,688.0
206,acton,21924,52564532.7926,250173632022,1877500.5427,1223.0
206,acton,21924,52564532.7926,250173632011,1887651.07058,968.0
206,acton,21924,52564532.7926,250173631042,4058893.25282,883.0
206,acton,21924,52564532.7926,250173631044,1644260.30493,779.0
206,acton,21924,52564532.7926,250173632021,1877745.16366,694.0
206,acton,21924,52564532.7926,250173631021,2919025.78974,1330.0
206,acton,21924,52564532.7926,250173632023,2453421.39086,1545.0
206,acton,21924,52564532.7926,250173631032,2400664.88151,1160.0
206,acton,21924,52564532.7926,250173631031,7764794.55027,2069.0
206,acton,21924,52564532.7926,250173631022,5878677.46108,2118.0
206,acton,21924,52564532.7926,250173631023,4982101.70385,2461.0
206,acton,21924,52564532.7926,250173631043,4616429.66542,1841.0
206,acton,21924,52564532.7926,250173632013,3403534.38816,863.0
206,acton,21924,52564532.7926,250173631041,5254032.91325,2602.0
206,acton,21924,52564532.7926,250173632012,1544872.64899,1388.0
207,middleton,8987,37520730.6941,250092121003,5582952.82795,2142.0
207,middleton,8987,37520730.6941,250092121004,8563014.6822,3322.0
207,middleton,8987,37520730.6941,250092121002,11042512.0203,2233.0
207,middleton,8987,37520730.6941,250092121001,12325645.8734,1290.0
208,tyringham,327,48838968.8199,250039332001,48885643.9391,327.0
209,hingham,22157,58756395.8681,250235011013,899520.231449,767.0
209,hingham,22157,58756395.8681,250235011011,3118715.7432,1218.0
209,hingham,22157,58756395.8681,250235011012,4006274.54099,1317.0
209,hingham,22157,58756395.8681,250235011024,6227648.73004,2665.0
209,hingham,22157,58756395.8681,250235011022,2747580.75263,2378.0
209,hingham,22157,58756395.8681,250235011023,1544132.90411,1974.0
209,hingham,22157,58756395.8681,250235012023,14618517.5584,4508.0
209,hingham,22157,58756395.8681,250235012022,2850299.63218,1591.0
209,hingham,22157,58756395.8681,250235012021,13360169.6997,1032.0
209,hingham,22157,58756395.8681,250235012012,4718704.45066,2405.0
209,hingham,22157,58756395.8681,250235012011,3357962.45159,1262.0
209,hingham,22157,58756395.8681,250235011021,1003554.69121,1040.0
210,wilmington,22325,44399123.0316,250173313003,6635986.10348,2071.0
210,wilmington,22325,44399123.0316,250173311022,4771365.2208,1949.0
210,wilmington,22325,44399123.0316,250173313002,3198369.56648,2541.0
210,wilmington,22325,44399123.0316,250173311023,3830946.17729,2267.0
210,wilmington,22325,44399123.0316,250173313001,3244410.02047,2385.0
210,wilmington,22325,44399123.0316,250173312001,2431908.12672,2367.0
210,wilmington,22325,44399123.0316,250173311024,2202336.19103,1459.0
210,wilmington,22325,44399123.0316,250173311011,1993780.25851,1309.0
210,wilmington,22325,44399123.0316,250173311021,2812528.90771,1296.0
210,wilmington,22325,44399123.0316,250173312002,4057351.10688,2979.0
210,wilmington,22325,44399123.0316,250173311012,9255908.82911,1702.0
211,richmond,1475,49282258.3631,250039351004,19563266.981,586.0
211,richmond,1475,49282258.3631,250039351003,29668060.9114,889.0
212,douglas,8471,98158644.5747,250277521004,44320530.1905,2770.0
212,douglas,8471,98158644.5747,250277521001,16969213.1644,2076.0
212,douglas,8471,98158644.5747,250277521003,27696178.9746,1068.0
212,douglas,8471,98158644.5747,250277521002,9136104.00749,2557.0
213,abington,15985,26390847.0697,250235202022,6064172.98132,2031.0
213,abington,15985,26390847.0697,250235201001,2706081.41185,1912.0
213,abington,15985,26390847.0697,250235202023,3193664.43138,2509.0
213,abington,15985,26390847.0697,250235202021,2461257.88394,1035.0
213,abington,15985,26390847.0697,250235202011,811102.595723,797.0
213,abington,15985,26390847.0697,250235202012,1498662.47713,1445.0
213,abington,15985,26390847.0697,250235202013,2479260.22182,1710.0
213,abington,15985,26390847.0697,250235201004,1821984.05212,1521.0
213,abington,15985,26390847.0697,250235201003,3439502.73529,1979.0
213,abington,15985,26390847.0697,250235201002,1137692.17392,1046.0
214,chilmark,866,52505813.3371,250072004004,23333622.952,457.0
215,southwick,9502,81970458.9112,250138131011,12266425.0394,1979.0
215,southwick,9502,81970458.9112,250138131022,28664352.7915,1903.0
215,southwick,9502,81970458.9112,250138131012,2156777.04647,1439.0
215,southwick,9502,81970458.9112,250138131013,19719820.8386,2470.0
215,southwick,9502,81970458.9112,250138131021,19166768.4198,1711.0
216,yarmouth,23793,64536231.1276,250010120013,1301317.02684,1259.0
216,yarmouth,23793,64536231.1276,250010120011,3172704.7534,1583.0
216,yarmouth,23793,64536231.1276,250010120012,4469173.45476,1505.0
216,yarmouth,23793,64536231.1276,250010118022,5166516.69272,844.0
216,yarmouth,23793,64536231.1276,250010118024,2163775.72,1138.0
216,yarmouth,23793,64536231.1276,250010118023,6059410.02526,1439.0
216,yarmouth,23793,64536231.1276,250010118021,1905431.00806,834.0
216,yarmouth,23793,64536231.1276,250010118012,5974416.09695,923.0
216,yarmouth,23793,64536231.1276,250010118011,3383290.80769,1480.0
216,yarmouth,23793,64536231.1276,250010121021,2408660.84495,811.0
216,yarmouth,23793,64536231.1276,250010120023,1477520.14972,695.0
216,yarmouth,23793,64536231.1276,250010121023,1817249.81757,698.0
216,yarmouth,23793,64536231.1276,250010120022,2706451.24914,1112.0
216,yarmouth,23793,64536231.1276,250010121024,1505476.99069,865.0
216,yarmouth,23793,64536231.1276,250010121014,1880326.27443,764.0
216,yarmouth,23793,64536231.1276,250010121015,1465906.98583,1033.0
216,yarmouth,23793,64536231.1276,250010120021,1814008.24251,1200.0
216,yarmouth,23793,64536231.1276,250010121013,1433013.39444,874.0
216,yarmouth,23793,64536231.1276,250010121012,4084278.64508,1047.0
216,yarmouth,23793,64536231.1276,250010120014,1681005.71063,1385.0
216,yarmouth,23793,64536231.1276,250010121011,5532816.15656,1621.0
216,yarmouth,23793,64536231.1276,250010121022,4093638.52354,683.0
217,alford,494,29871126.0729,250039343001,29882999.1936,494.0
218,hanson,10209,40748136.4878,250235221013,5425276.42426,2118.0
218,hanson,10209,40748136.4878,250235221023,4829898.05257,1084.0
218,hanson,10209,40748136.4878,250235221021,5184407.10216,1111.0
218,hanson,10209,40748136.4878,250235221011,2025397.28508,883.0
218,hanson,10209,40748136.4878,250235221022,2788237.0058,1310.0
218,hanson,10209,40748136.4878,250235221012,4478456.01756,1744.0
218,hanson,10209,40748136.4878,250235221025,8341521.14175,751.0
218,hanson,10209,40748136.4878,250235221024,7716133.22804,1208.0
219,medway,12752,30216566.71,250214081012,3110389.92526,1580.0
219,medway,12752,30216566.71,250214081014,3743226.67001,985.0
219,medway,12752,30216566.71,250214081011,5974105.16265,2326.0
219,medway,12752,30216566.71,250214081021,1959012.92622,1087.0
219,medway,12752,30216566.71,250214081023,1565255.6393,984.0
219,medway,12752,30216566.71,250214081022,2375303.83315,1777.0
219,medway,12752,30216566.71,250214081013,9372723.31324,3071.0
219,medway,12752,30216566.71,250214081024,2129052.13965,942.0
220,west brookfield,3701,54667629.8196,250277241001,35549540.7878,1265.0
220,west brookfield,3701,54667629.8196,250277241003,15134203.9755,1368.0
220,west brookfield,3701,54667629.8196,250277241002,4011270.98009,1068.0
221,new salem,990,152002274.107,250110406003,151937661.658,990.0
222,chatham,6125,44137184.3415,250010107003,3925151.10248,752.0
222,chatham,6125,44137184.3415,250010107004,2569851.21728,633.0
222,chatham,6125,44137184.3415,250010106004,1994925.16116,427.0
222,chatham,6125,44137184.3415,250010107001,4975201.16057,930.0
222,chatham,6125,44137184.3415,250010106003,3428997.31496,1125.0
222,chatham,6125,44137184.3415,250010106001,7319872.54039,614.0
222,chatham,6125,44137184.3415,250010106002,2397304.32722,807.0
223,waltham,60632,35641539.7353,250173683004,718762.178429,1111.0
223,waltham,60632,35641539.7353,250173683005,208005.364636,1228.0
223,waltham,60632,35641539.7353,250173688005,200958.188246,1088.0
223,waltham,60632,35641539.7353,250173683003,187148.93083,867.0
223,waltham,60632,35641539.7353,250173689022,161529.561944,770.0
223,waltham,60632,35641539.7353,250173683002,157681.046593,1003.0
223,waltham,60632,35641539.7353,250173682003,185456.398616,663.0
223,waltham,60632,35641539.7353,250173683001,444614.410108,1136.0
223,waltham,60632,35641539.7353,250173689023,412980.421542,776.0
223,waltham,60632,35641539.7353,250173682002,244450.909645,698.0
223,waltham,60632,35641539.7353,250173682001,1615499.03075,1357.0
223,waltham,60632,35641539.7353,250173682004,4921346.03114,1576.0
223,waltham,60632,35641539.7353,250173681021,1107324.29199,2335.0
223,waltham,60632,35641539.7353,250173681022,3839617.48116,1292.0
223,waltham,60632,35641539.7353,250173681012,668715.742188,2707.0
223,waltham,60632,35641539.7353,250173681013,615011.523742,1381.0
223,waltham,60632,35641539.7353,250173681011,669827.344666,989.0
223,waltham,60632,35641539.7353,250173681014,1139048.26354,1024.0
223,waltham,60632,35641539.7353,250173691003,206504.193443,722.0
223,waltham,60632,35641539.7353,250173691002,630453.599259,820.0
223,waltham,60632,35641539.7353,250173689021,767221.314254,2774.0
223,waltham,60632,35641539.7353,250173691001,309659.492482,784.0
223,waltham,60632,35641539.7353,250173689011,1535259.89778,2788.0
223,waltham,60632,35641539.7353,250173691004,1060161.63448,1493.0
223,waltham,60632,35641539.7353,250173689014,511069.200288,804.0
223,waltham,60632,35641539.7353,250173690001,2879447.45297,1528.0
223,waltham,60632,35641539.7353,250173689013,1656184.95214,2395.0
223,waltham,60632,35641539.7353,250173689012,343633.626483,814.0
223,waltham,60632,35641539.7353,250173686001,139473.669534,689.0
223,waltham,60632,35641539.7353,250173687002,545273.513113,1250.0
223,waltham,60632,35641539.7353,250173688002,508113.146952,983.0
223,waltham,60632,35641539.7353,250173688003,500128.361728,1152.0
223,waltham,60632,35641539.7353,250173688004,260812.683909,924.0
