,TOWN,POP2010,SHAPE_Area,GEOID10,SHAPE_AREA,POP100_RE
122,salem,41340,21609408.8934,250092041021,1346905.45794,2072.0
122,salem,41340,21609408.8934,250092041022,1378224.85632,2863.0
122,salem,41340,21609408.8934,250092047013,4459273.09535,3467.0
122,salem,41340,21609408.8934,250092047011,2222909.48227,785.0
122,salem,41340,21609408.8934,250092047022,1556617.70404,2903.0
122,salem,41340,21609408.8934,250092047012,739789.492917,1530.0
122,salem,41340,21609408.8934,250092047023,415216.89693,1040.0
122,salem,41340,21609408.8934,250092042005,243910.64388,969.0
122,salem,41340,21609408.8934,250092042003,197923.382582,1223.0
122,salem,41340,21609408.8934,250092047024,196660.463897,862.0
122,salem,41340,21609408.8934,250092047021,269313.900057,861.0
122,salem,41340,21609408.8934,250092045003,220175.053716,779.0
122,salem,41340,21609408.8934,250092046004,299599.474327,1040.0
122,salem,41340,21609408.8934,250092046002,635325.354572,1311.0
122,salem,41340,21609408.8934,250092046005,163604.882879,902.0
122,salem,41340,21609408.8934,250092046003,565570.640294,676.0
122,salem,41340,21609408.8934,250092046001,1474727.70334,1225.0
122,salem,41340,21609408.8934,250092041012,407003.314852,1867.0
122,salem,41340,21609408.8934,250092041011,450889.041416,1127.0
122,salem,41340,21609408.8934,250092041013,307026.214835,1118.0
122,salem,41340,21609408.8934,250092041014,75985.7539113,557.0
122,salem,41340,21609408.8934,250092042004,93756.1154453,829.0
122,salem,41340,21609408.8934,250092042001,191262.971184,1091.0
122,salem,41340,21609408.8934,250092042002,213811.168783,685.0
122,salem,41340,21609408.8934,250092043002,79720.0835257,1516.0
122,salem,41340,21609408.8934,250092043003,203736.054186,1121.0
122,salem,41340,21609408.8934,250092043001,289332.370175,1267.0
122,salem,41340,21609408.8934,250092044002,123924.611521,1077.0
122,salem,41340,21609408.8934,250092044003,137032.984763,656.0
122,salem,41340,21609408.8934,250092045002,281755.337182,1163.0
122,salem,41340,21609408.8934,250092045001,473375.179118,1190.0
123,marlborough,38499,57241191.6269,250173215001,2978071.08211,3571.0
123,marlborough,38499,57241191.6269,250173215003,3489298.70671,1409.0
123,marlborough,38499,57241191.6269,250173216003,1065199.94025,1301.0
123,marlborough,38499,57241191.6269,250173216001,2807547.00411,3162.0
123,marlborough,38499,57241191.6269,250173216002,2646651.91456,1327.0
123,marlborough,38499,57241191.6269,250173211002,5356457.24487,2397.0
123,marlborough,38499,57241191.6269,250173211001,8455878.2909,3835.0
123,marlborough,38499,57241191.6269,250173211003,1906017.53722,760.0
123,marlborough,38499,57241191.6269,250173214002,5882396.90822,899.0
123,marlborough,38499,57241191.6269,250173213004,3679909.70357,1735.0
123,marlborough,38499,57241191.6269,250173212001,3590794.47287,2819.0
123,marlborough,38499,57241191.6269,250173213003,1170862.95809,1363.0
123,marlborough,38499,57241191.6269,250173212003,1361502.96319,1659.0
123,marlborough,38499,57241191.6269,250173213006,1004744.39329,1735.0
123,marlborough,38499,57241191.6269,250173213005,243483.210551,620.0
123,marlborough,38499,57241191.6269,250173215002,815742.74301,1918.0
123,marlborough,38499,57241191.6269,250173213002,195668.996538,880.0
123,marlborough,38499,57241191.6269,250173212002,605640.120688,1789.0
123,marlborough,38499,57241191.6269,250173213001,284291.803,1164.0
123,marlborough,38499,57241191.6269,250173214001,8862943.09547,2398.0
123,marlborough,38499,57241191.6269,250173216004,835475.07677,1758.0
124,belchertown,14649,143164004.888,250158202032,13218917.9947,1889.0
124,belchertown,14649,143164004.888,250158202034,18736838.0309,2464.0
124,belchertown,14649,143164004.888,250158202031,10573452.9482,2767.0
124,belchertown,14649,143164004.888,250158202042,61147831.0099,3335.0
124,belchertown,14649,143164004.888,250158202033,9304526.29929,1387.0
124,belchertown,14649,143164004.888,250158202041,30298473.8804,2807.0
125,freetown,8870,91859467.9781,250056171021,19698605.0431,1761.0
125,freetown,8870,91859467.9781,250056171022,17675028.4444,2428.0
125,freetown,8870,91859467.9781,250056171013,24749534.1022,1056.0
125,freetown,8870,91859467.9781,250056171015,897762.750325,0.0
125,freetown,8870,91859467.9781,250056171014,8236963.5802,1495.0
125,freetown,8870,91859467.9781,250056171011,7914387.59257,1290.0
126,florida,752,63708075.599,250039313001,63686923.7316,752.0
127,worthington,1156,83146520.8877,,,
128,norwell,10506,54975198.7131,250235041024,5230456.57437,1091.0
128,norwell,10506,54975198.7131,250235041023,10058231.4072,1552.0
128,norwell,10506,54975198.7131,250235041012,3786541.6763,1658.0
128,norwell,10506,54975198.7131,250235041013,5484401.56647,1296.0
128,norwell,10506,54975198.7131,250235041021,7495746.07124,1528.0
128,norwell,10506,54975198.7131,250235041011,16313074.7288,2416.0
129,brewster,9820,66087881.4965,250010109002,7209742.23263,1043.0
129,brewster,9820,66087881.4965,250010108001,5510024.99631,863.0
129,brewster,9820,66087881.4965,250010108004,2839186.68517,702.0
129,brewster,9820,66087881.4965,250010109004,2828850.09252,711.0
129,brewster,9820,66087881.4965,250010109001,16206181.2296,1826.0
129,brewster,9820,66087881.4965,250010108002,3383022.73067,529.0
129,brewster,9820,66087881.4965,250010108003,3612290.6645,768.0
129,brewster,9820,66087881.4965,250010108005,15647518.7314,2016.0
129,brewster,9820,66087881.4965,250010109003,8594415.47939,1362.0
130,edgartown,4067,69179271.8402,250072003002,6860068.43954,392.0
130,edgartown,4067,69179271.8402,250072003001,15915834.816,179.0
130,edgartown,4067,69179271.8402,250072003003,37743503.6054,1294.0
130,edgartown,4067,69179271.8402,250072003004,9768726.35539,2202.0
131,clinton,13606,18805461.0619,250277161004,5595112.64509,876.0
131,clinton,13606,18805461.0619,250277161005,3932666.26069,2442.0
131,clinton,13606,18805461.0619,250277161002,326204.879306,1082.0
131,clinton,13606,18805461.0619,250277161003,2822047.22752,1116.0
131,clinton,13606,18805461.0619,250277163002,790858.989119,1367.0
131,clinton,13606,18805461.0619,250277163003,423396.003803,1077.0
131,clinton,13606,18805461.0619,250277163001,466823.539168,784.0
131,clinton,13606,18805461.0619,250277161001,2336709.46685,2042.0
131,clinton,13606,18805461.0619,250277162002,1221270.56869,1176.0
131,clinton,13606,18805461.0619,250277162001,908251.80186,1644.0
132,stow,6590,46608286.5093,250173231001,13627935.8466,2043.0
132,stow,6590,46608286.5093,250179800001,3858430.34725,0.0
132,stow,6590,46608286.5093,250173231004,17108980.6135,2562.0
132,stow,6590,46608286.5093,250173231003,4651315.12747,1113.0
132,stow,6590,46608286.5093,250173231002,7330266.80802,872.0
133,attleboro,43593,71925427.5328,250056311003,1644758.33955,1430.0
133,attleboro,43593,71925427.5328,250056311007,932175.320106,1109.0
133,attleboro,43593,71925427.5328,250056311004,604163.383504,1108.0
133,attleboro,43593,71925427.5328,250056311002,909908.366542,635.0
133,attleboro,43593,71925427.5328,250056318002,2191874.83661,1366.0
133,attleboro,43593,71925427.5328,250056318004,1680641.66722,1227.0
133,attleboro,43593,71925427.5328,250056311006,955090.983614,1214.0
133,attleboro,43593,71925427.5328,250056312005,4532844.2029,2045.0
133,attleboro,43593,71925427.5328,250056311001,1531464.43204,955.0
133,attleboro,43593,71925427.5328,250056311005,1852704.10485,1642.0
133,attleboro,43593,71925427.5328,250056318003,2869730.16434,2293.0
133,attleboro,43593,71925427.5328,250056317004,6528629.71734,1785.0
133,attleboro,43593,71925427.5328,250056312004,5462376.58392,1497.0
133,attleboro,43593,71925427.5328,250056318001,5564420.57325,2693.0
133,attleboro,43593,71925427.5328,250056315002,1415320.68721,975.0
133,attleboro,43593,71925427.5328,250056312003,1877235.88913,1308.0
133,attleboro,43593,71925427.5328,250056316003,744222.128152,1412.0
133,attleboro,43593,71925427.5328,250056316002,336548.199449,1025.0
133,attleboro,43593,71925427.5328,250056315001,866756.085032,1822.0
133,attleboro,43593,71925427.5328,250056317003,6299473.27639,1809.0
133,attleboro,43593,71925427.5328,250056316001,513622.711944,1518.0
133,attleboro,43593,71925427.5328,250056317002,1920893.16077,1656.0
133,attleboro,43593,71925427.5328,250056312001,2791247.95505,1223.0
133,attleboro,43593,71925427.5328,250056312002,3883688.5169,768.0
133,attleboro,43593,71925427.5328,250056314001,407704.36523,1497.0
133,attleboro,43593,71925427.5328,250056314002,391988.36321,1177.0
133,attleboro,43593,71925427.5328,250056313003,968291.392081,1662.0
133,attleboro,43593,71925427.5328,250056317001,4204571.56529,1221.0
133,attleboro,43593,71925427.5328,250056313002,2463772.3645,1715.0
133,attleboro,43593,71925427.5328,250056313001,5669144.33896,1806.0
134,harwich,12243,58278524.0019,250010110022,5504025.53759,810.0
134,harwich,12243,58278524.0019,250010112003,1830145.04478,523.0
134,harwich,12243,58278524.0019,250010110021,3241197.65573,673.0
134,harwich,12243,58278524.0019,250010112002,5161827.72139,1126.0
134,harwich,12243,58278524.0019,250010111004,4115427.40907,1114.0
134,harwich,12243,58278524.0019,250010110024,12604025.1493,2172.0
134,harwich,12243,58278524.0019,250010111003,9973237.26395,1531.0
134,harwich,12243,58278524.0019,250010111001,4357397.04458,979.0
134,harwich,12243,58278524.0019,250010111002,3009068.3282,1070.0
134,harwich,12243,58278524.0019,250010110023,1947373.14245,502.0
134,harwich,12243,58278524.0019,250010112004,1717884.9149,594.0
134,harwich,12243,58278524.0019,250010112001,4915480.56234,1149.0
135,stoughton,26962,42644406.8674,250214564023,3657939.52313,2387.0
135,stoughton,26962,42644406.8674,250214564024,573136.964543,878.0
135,stoughton,26962,42644406.8674,250214561023,494238.218459,1059.0
135,stoughton,26962,42644406.8674,250214564011,507198.915,1073.0
135,stoughton,26962,42644406.8674,250214564012,2508207.82839,1692.0
135,stoughton,26962,42644406.8674,250214563012,791353.665779,801.0
135,stoughton,26962,42644406.8674,250214561021,857134.809295,1679.0
135,stoughton,26962,42644406.8674,250214563011,432440.051168,952.0
135,stoughton,26962,42644406.8674,250214563024,1169922.26293,1030.0
135,stoughton,26962,42644406.8674,250214563022,833562.973062,1153.0
135,stoughton,26962,42644406.8674,250214562002,3305296.61285,2020.0
135,stoughton,26962,42644406.8674,250214563021,649395.171425,2004.0
135,stoughton,26962,42644406.8674,250214563023,1067127.189,813.0
135,stoughton,26962,42644406.8674,250214561012,4234885.78961,1690.0
135,stoughton,26962,42644406.8674,250214561022,2235205.89637,2207.0
135,stoughton,26962,42644406.8674,250214562001,5632789.52464,1126.0
135,stoughton,26962,42644406.8674,250214564021,5018009.18302,981.0
135,stoughton,26962,42644406.8674,250214564022,5211533.66904,1331.0
135,stoughton,26962,42644406.8674,250214561011,3459065.03841,2086.0
136,somerset,18165,21159871.0253,250056441012,1164065.70845,1498.0
136,somerset,18165,21159871.0253,250056441022,2794357.7324,2467.0
136,somerset,18165,21159871.0253,250056442004,2536147.85789,1315.0
136,somerset,18165,21159871.0253,250056442003,4287383.59403,1975.0
136,somerset,18165,21159871.0253,250056442002,636361.094178,908.0
136,somerset,18165,21159871.0253,250056442005,622213.948342,916.0
136,somerset,18165,21159871.0253,250056442006,906350.420969,866.0
136,somerset,18165,21159871.0253,250056442001,1459083.74194,1300.0
136,somerset,18165,21159871.0253,250056441013,2105017.67749,2512.0
136,somerset,18165,21159871.0253,250056441011,1085064.11582,1818.0
136,somerset,18165,21159871.0253,250056441021,3741878.33699,2590.0
137,newbury,6666,62628198.7587,250092691005,7948027.25358,1054.0
137,newbury,6666,62628198.7587,250092691004,26536331.5445,2446.0
137,newbury,6666,62628198.7587,250092691003,9676581.62123,1146.0
137,newbury,6666,62628198.7587,250092691002,12973451.0937,1099.0
137,newbury,6666,62628198.7587,250092691001,5252568.08433,921.0
138,hanover,13879,40478068.4934,250235031023,1865224.6369,839.0
138,hanover,13879,40478068.4934,250235031022,6326953.76857,1555.0
138,hanover,13879,40478068.4934,250235031025,3190621.08388,1111.0
138,hanover,13879,40478068.4934,250235031024,2137444.95098,936.0
138,hanover,13879,40478068.4934,250235031026,3996607.84383,1035.0
138,hanover,13879,40478068.4934,250235031021,3962286.7427,1227.0
138,hanover,13879,40478068.4934,250235031013,3966700.50683,1722.0
138,hanover,13879,40478068.4934,250235031012,7948466.41698,3424.0
138,hanover,13879,40478068.4934,250235031011,7248985.65328,2030.0
139,uxbridge,13457,78381799.4926,250277491004,22949523.7686,1396.0
139,uxbridge,13457,78381799.4926,250277491003,12285303.3363,2016.0
139,uxbridge,13457,78381799.4926,250277491001,19330413.3828,1834.0
139,uxbridge,13457,78381799.4926,250277492001,4217980.03774,2426.0
139,uxbridge,13457,78381799.4926,250277491002,13912620.1277,2742.0
139,uxbridge,13457,78381799.4926,250277492002,5683427.66894,3043.0
140,hadley,5250,63746571.7093,250158214001,9193450.18219,1144.0
140,hadley,5250,63746571.7093,250158214002,4991422.95531,772.0
140,hadley,5250,63746571.7093,250158214003,19277791.8162,1135.0
140,hadley,5250,63746571.7093,250158214004,30264871.6767,2199.0
141,north adams,13708,53392639.2334,250039214001,8249513.29215,780.0
141,north adams,13708,53392639.2334,250039214002,9863424.46891,919.0
141,north adams,13708,53392639.2334,250039215002,14537342.8274,2121.0
141,north adams,13708,53392639.2334,250039213002,8191520.65836,2307.0
141,north adams,13708,53392639.2334,250039213004,214284.739737,892.0
141,north adams,13708,53392639.2334,250039213003,168782.481582,680.0
141,north adams,13708,53392639.2334,250039353004,591506.046922,441.0
141,north adams,13708,53392639.2334,250039213001,3549194.70201,1239.0
141,north adams,13708,53392639.2334,250039215001,3923443.68859,979.0
141,north adams,13708,53392639.2334,250039353002,607975.172586,1323.0
141,north adams,13708,53392639.2334,250039353003,952854.405196,988.0
141,north adams,13708,53392639.2334,250039353001,2538551.99834,1039.0
142,mansfield,23184,52902104.5416,250056102021,4831486.71404,2051.0
142,mansfield,23184,52902104.5416,250056102022,4291598.15045,1185.0
142,mansfield,23184,52902104.5416,250056102034,3256937.84066,1129.0
142,mansfield,23184,52902104.5416,250056102024,9583481.47875,986.0
142,mansfield,23184,52902104.5416,250056102033,3992210.10466,2767.0
142,mansfield,23184,52902104.5416,250056102032,4452440.22016,1560.0
142,mansfield,23184,52902104.5416,250056102031,2761898.98477,1427.0
142,mansfield,23184,52902104.5416,250056101003,769257.787767,1179.0
142,mansfield,23184,52902104.5416,250056101002,890918.414033,2091.0
142,mansfield,23184,52902104.5416,250056102042,1713456.03744,1850.0
142,mansfield,23184,52902104.5416,250056101001,2221890.31229,1833.0
142,mansfield,23184,52902104.5416,250056102043,3652103.38755,1703.0
142,mansfield,23184,52902104.5416,250056102041,4834676.51213,2059.0
142,mansfield,23184,52902104.5416,250056102023,5636154.70164,1364.0
143,bernardston,2129,60650566.5554,250110402002,32148434.6895,1018.0
144,dracut,29457,55522005.0544,250173143014,1065275.55368,1514.0
144,dracut,29457,55522005.0544,250173143012,581925.505256,590.0
144,dracut,29457,55522005.0544,250173141023,814313.632433,1376.0
144,dracut,29457,55522005.0544,250173143015,1739438.89989,2009.0
144,dracut,29457,55522005.0544,250173142002,917597.966993,1452.0
144,dracut,29457,55522005.0544,250173141013,5464266.97475,2696.0
144,dracut,29457,55522005.0544,250173141025,1053732.39118,1173.0
144,dracut,29457,55522005.0544,250173143013,6837335.00217,2302.0
144,dracut,29457,55522005.0544,250173142001,2073083.73585,1650.0
144,dracut,29457,55522005.0544,250173141024,1344528.78493,1603.0
144,dracut,29457,55522005.0544,250173141011,1507380.96904,1500.0
144,dracut,29457,55522005.0544,250173141022,968369.055098,1417.0
144,dracut,29457,55522005.0544,250173142003,4525659.66784,2131.0
144,dracut,29457,55522005.0544,250173143011,5600467.42059,1596.0
144,dracut,29457,55522005.0544,250173141021,2452747.14613,1654.0
144,dracut,29457,55522005.0544,250173143022,13115776.6563,1771.0
144,dracut,29457,55522005.0544,250173141012,1684178.71878,1859.0
144,dracut,29457,55522005.0544,250173143021,3648889.03517,1164.0
145,shutesbury,1771,70211872.48,250110406002,70234330.0946,1771.0
146,franklin,31635,69998126.0056,250214422012,7856601.84302,2424.0
146,franklin,31635,69998126.0056,250214422011,8365602.56476,1742.0
146,franklin,31635,69998126.0056,250214422023,1215566.38024,1193.0
