city_death,2014,2015,2016,2017,2018,tot_pop_14,tot_pop_15,tot_pop_16,tot_pop_17,tot_pop_18
SOUTHBOROUGH,1,0,1,0,0,9912.142857142857,9948.42857142857,9984.714285714286,10021,10057.285714285714
SOUTHBRIDGE,4,4,14,7,9,16798.428571428572,16818.285714285714,16838.14285714286,16858,16877.85714285714
SOUTHWICK,1,0,0,2,3,9621.42857142857,9651.285714285714,9681.142857142857,9711,9740.857142857143
SPENCER,0,7,2,1,1,11784,11808,11832,11856,11880
SPRINGFIELD,31,65,75,56,108,153947.42857142858,154169.2857142857,154391.14285714287,154613,154834.85714285713
STERLING,0,0,1,0,1,7917.714285714285,7945.142857142857,7972.571428571428,8000,8027.428571428572
STOCKBRIDGE,0,0,0,2,1,1965.857142857143,1970.5714285714287,1975.2857142857142,1980,1984.7142857142858
STONEHAM,4,5,6,2,4,21739.85714285714,21815.571428571428,21891.285714285714,21967,22042.714285714286
STOUGHTON,3,4,7,5,7,27748.285714285714,27944.85714285714,28141.428571428572,28338,28534.571428571428
STOW,0,0,0,0,0,6859.142857142857,6926.428571428572,6993.714285714285,7061,7128.285714285715
STURBRIDGE,1,1,1,3,0,9398.285714285714,9430.857142857143,9463.42857142857,9496,9528.57142857143
SUDBURY,0,0,0,0,0,18252.14285714286,18400.428571428572,18548.714285714286,18697,18845.285714285714
SUNDERLAND,0,0,1,1,1,3671.4285714285716,3668.285714285714,3665.1428571428573,3662,3658.8571428571427
SUTTON,0,0,0,0,2,9684.42857142857,9690.285714285714,9696.142857142857,9702,9707.857142857143
SWAMPSCOTT,2,1,3,1,1,14230.42857142857,14341.285714285714,14452.142857142857,14563,14673.857142857143
SWANSEA,0,0,0,3,2,16137,16205,16273,16341,16409
TAUNTON,23,18,44,31,37,56418,56554,56690,56826,56962
TEMPLETON,1,1,3,0,1,8072.428571428572,8087.285714285715,8102.142857142857,8117,8131.857142857143
TEWKSBURY,1,6,12,10,5,29935.285714285714,30178.85714285714,30422.428571428572,30666,30909.571428571428
TISBURY,0,2,1,1,2,4035.285714285714,4056.8571428571427,4078.4285714285716,4100,4121.571428571428
TOLLAND,0,0,0,0,1,588.4285714285714,614.2857142857143,640.1428571428571,666,691.8571428571429
TOPSFIELD,0,0,1,0,0,6321.571428571428,6379.714285714285,6437.857142857143,6496,6554.142857142857
TOWNSEND,0,0,0,4,2,9207.142857142857,9277.42857142857,9347.714285714286,9418,9488.285714285714
TRURO,0,0,1,0,0,1761.2857142857142,1700.857142857143,1640.4285714285713,1580,1519.5714285714287
TYNGSBOROUGH,1,2,1,2,4,11829.142857142857,11963.42857142857,12097.714285714286,12232,12366.285714285714
TYRINGHAM,0,1,0,0,0,391,407,423,439,455
UPTON,0,0,1,0,1,7672.285714285715,7704.857142857143,7737.428571428572,7770,7802.571428571428
UXBRIDGE,0,1,0,0,0,13661.57142857143,13712.714285714286,13763.857142857143,13815,13866.142857142857
WAKEFIELD,3,0,7,5,5,26012.571428571428,26282.714285714286,26552.85714285714,26823,27093.14285714286
WALES,0,0,0,0,1,1935.7142857142858,1960.142857142857,1984.5714285714287,2009,2033.4285714285713
WALPOLE,1,2,4,4,3,24578.571428571428,24705.714285714286,24832.85714285714,24960,25087.14285714286
WALTHAM,11,6,11,11,3,61889.142857142855,62203.42857142857,62517.71428571428,62832,63146.28571428572
WARE,8,3,10,5,4,9866.857142857143,9865.57142857143,9864.285714285714,9863,9861.714285714286
WAREHAM,12,13,17,19,18,22229.428571428572,22331.285714285714,22433.14285714286,22535,22636.85714285714
WARREN,1,0,0,0,1,5171.571428571428,5180.714285714285,5189.857142857143,5199,5208.142857142857
WARWICK,0,0,0,0,0,1040.7142857142858,1058.142857142857,1075.5714285714287,1093,1110.4285714285713
WASHINGTON,0,0,0,0,0,515.7142857142857,510.14285714285717,504.57142857142856,499,493.42857142857144
WATERTOWN,2,3,4,5,1,33422.42857142857,33799.28571428572,34176.142857142855,34553,34929.857142857145
WAYLAND,0,0,1,1,1,13397.42857142857,13498.285714285714,13599.142857142857,13700,13800.857142857143
WEBSTER,5,6,5,9,9,16857.85714285714,16880.571428571428,16903.285714285714,16926,16948.714285714286
WELLESLEY,0,1,0,0,0,28566,28712,28858,29004,29150
WELLFLEET,0,0,0,1,0,2990.5714285714284,3050.714285714286,3110.8571428571427,3171,3231.1428571428573
WENDELL,0,0,0,0,0,857.1428571428571,859.4285714285714,861.7142857142857,864,866.2857142857143
WENHAM,0,1,0,1,2,5048.714285714285,5092.142857142857,5135.571428571428,5179,5222.428571428572
WEST BOYLSTON,1,0,2,2,1,7796.428571428572,7828.285714285715,7860.142857142857,7892,7923.857142857143
WEST BRIDGEWATER,3,0,1,1,2,7030.857142857143,7059.571428571428,7088.285714285715,7117,7145.714285714285
WEST BROOKFIELD,0,0,0,0,0,3744.4285714285716,3755.285714285714,3766.1428571428573,3777,3787.8571428571427
WEST NEWBURY,0,0,0,0,0,4412.142857142857,4456.428571428572,4500.714285714285,4545,4589.285714285715
WEST SPRINGFIELD,6,8,4,4,12,29460.571428571428,29523.714285714286,29586.85714285714,29650,29713.14285714286
WEST STOCKBRIDGE,0,0,0,0,1,1185.4285714285713,1155.2857142857142,1125.142857142857,1095,1064.857142857143
WEST TISBURY,1,0,1,0,0,2555.4285714285716,2509.285714285714,2463.1428571428573,2417,2370.8571428571427
WESTBOROUGH,0,2,0,2,1,18594.285714285714,18674.85714285714,18755.428571428572,18836,18916.571428571428
WESTFIELD,8,4,16,8,16,41421.42857142857,41503.28571428572,41585.142857142855,41667,41748.857142857145
WESTFORD,1,0,1,3,0,23171.571428571428,23476.714285714286,23781.85714285714,24087,24392.14285714286
WESTHAMPTON,0,0,0,0,0,1728.142857142857,1758.4285714285713,1788.7142857142858,1819,1849.2857142857142
WESTMINSTER,0,1,0,1,0,7442.142857142857,7483.428571428572,7524.714285714285,7566,7607.285714285715
WESTON,0,0,1,1,0,11698.714285714286,11808.142857142857,11917.57142857143,12027,12136.42857142857
WESTPORT,2,0,1,5,3,15690.857142857143,15730.57142857143,15770.285714285714,15810,15849.714285714286
WESTWOOD,0,1,2,0,0,15177.42857142857,15317.285714285714,15457.142857142857,15597,15736.857142857143
WEYMOUTH,25,35,57,55,33,53536,53847,54158,54469,54780
WHATELY,0,0,0,0,0,1406.2857142857142,1383.857142857143,1361.4285714285713,1339,1316.5714285714287
WHITMAN,1,3,1,1,1,14703.285714285714,14756.857142857143,14810.42857142857,14864,14917.57142857143
WILBRAHAM,0,1,0,0,0,14409.857142857143,14457.57142857143,14505.285714285714,14553,14600.714285714286
WILLIAMSBURG,0,0,0,0,1,2481.4285714285716,2481.285714285714,2481.1428571428573,2481,2480.8571428571427
WILLIAMSTOWN,1,0,0,0,1,7679.142857142857,7660.428571428572,7641.714285714285,7623,7604.285714285715
WILMINGTON,1,4,2,4,2,23018.14285714286,23191.428571428572,23364.714285714286,23538,23711.285714285714
WINCHENDON,0,0,2,1,3,10550.285714285714,10612.857142857143,10675.42857142857,10738,10800.57142857143
WINCHESTER,11,9,10,6,12,22062.571428571428,22234.714285714286,22406.85714285714,22579,22751.14285714286
WINDSOR,0,0,0,0,0,904.7142857142857,906.1428571428571,907.5714285714286,909,910.4285714285714
WINTHROP,0,2,1,9,2,18048.428571428572,18186.285714285714,18324.14285714286,18462,18599.85714285714
WOBURN,5,1,9,10,8,38908.57142857143,39105.71428571428,39302.857142857145,39500,39697.142857142855
WORCESTER,86,120,109,118,134,183158.14285714287,183686.42857142858,184214.7142857143,184743,185271.2857142857
WRENTHAM,1,2,1,2,1,11321.857142857143,11413.57142857143,11505.285714285714,11597,11688.714285714286
YARMOUTH,2,3,6,8,4,23602.14285714286,23554.428571428572,23506.714285714286,23459,23411.285714285714
