,city_death,tot_pop,pop_density,med_house_inc,mean_house_inc,less_than_hs_ed,mean_med_inc_desp,2014,2015,2016,2017,2018,Y14_Y15
228,pepperell,12049,752.2287125,86537.25,107137.28194911407,6.687939155899062,20600.031949114073,1,2,2,1,2,100.0
229,peru,811,31.28524,68636.0,77355.71428571429,8.307210031347962,8719.71428571429,0,0,0,1,0,
230,petersham,1218,22.45625,65529.0,84122.10953346861,2.5386313465783665,18593.10953346861,0,0,0,0,0,
231,phillipston,1640,67.63169,75893.0,80461.4065180103,9.43089430894309,4568.406518010306,0,0,0,0,0,
232,pittsfield,43289,3769.5106333333338,52786.13043478261,64225.23729398622,10.897227516721125,12155.901526224567,14,19,22,14,21,35.714285714285715
233,plainfield,668,31.659909999999996,56875.0,71790.1060070671,4.4534412955465585,14915.106007067094,0,0,0,0,0,
234,plainville,9000,1681.0374800000002,87133.4,101604.90181811003,3.373346729875368,14471.50181811002,3,2,1,2,0,-33.33333333333333
235,plymouth,56192,1616.365551388889,83056.0,102380.56401529034,5.502972712714237,19324.564015290358,19,21,26,23,15,10.526315789473683
236,plympton,2912,222.81155,89819.0,112292.8477137625,4.646085802742149,22473.8477137625,0,1,2,1,0,
237,princeton,3438,101.40051,127875.0,159702.49841444648,1.114914601756707,31827.498414446498,1,1,1,0,1,0.0
238,provincetown,2952,1939.87346,45314.0,67520.14515974741,4.992813645768056,22206.1451597474,2,1,0,1,0,-50.0
239,quincy,91519,9746.800224285716,77644.46376811594,92159.41608152095,11.260975847927389,14727.909158140828,39,43,36,37,35,10.256410256410255
240,randolph,33704,4078.214731578948,74754.61111111111,92707.98602285801,13.411499112363533,17716.012426756344,5,4,7,3,4,-20.0
241,raynham,13845,758.6064142857142,96406.42857142857,103891.71082929253,5.562172380724384,7485.282257863956,1,1,0,2,1,0.0
242,reading,25769,3687.3967375,116302.5,136873.2382585106,2.970568058000674,20570.738258510613,2,2,4,4,1,0.0
243,rehoboth,11990,264.60267999999996,103951.0,121107.18972589145,7.448793663875099,17156.189725891436,0,1,0,0,2,
244,revere,53864,13629.754433571428,58958.34210526316,70162.64873277303,20.058488587416065,12083.165835457838,12,8,17,12,9,-33.33333333333333
245,richmond,1521,80.40261000000001,95704.0,142779.496501749,5.405237848794583,47075.496501749,0,0,0,0,0,
246,rochester,5462,162.97936666666666,111470.66666666667,135692.81698575898,7.146692123863335,24222.15031909233,1,0,0,0,0,-100.0
247,rockland,17849,2630.4966,77843.72727272728,90569.30031826228,4.02533163955309,12725.573045535008,2,3,10,10,8,50.0
248,rockport,7184,2390.3287833333334,76780.2,103469.94647882496,2.8334139379243855,30812.514652477716,1,2,0,1,3,100.0
249,rowe,1045,21.96499,45938.0,61398.507462686604,9.125475285171103,15460.507462686604,0,0,0,0,0,
250,rowley,6232,343.25295,99807.5,127892.216231238,2.376705274532316,28084.716231237995,0,0,0,2,1,
251,royalston,1307,31.2727,74219.0,82443.1599229287,9.261083743842365,8224.159922928695,0,0,0,0,0,
252,russell,1330,76.7778,66985.0,76732.76836158191,4.7720042417815485,9747.768361581911,0,0,0,0,0,
253,rutland,8463,371.3304,92153.0,103595.02541660571,2.576829342409257,11442.025416605728,0,0,0,0,1,
254,salem,41115,11452.485193548386,66579.86666666667,81220.7050063678,9.094701643192588,16369.129355836967,21,26,29,40,36,23.809523809523807
255,salisbury,9021,779.9321428571429,72594.57142857143,82012.60432121217,6.901539925045606,9418.032892640744,3,7,8,9,6,133.33333333333331
256,sandisfield,859,16.58105,68636.0,93702.14723926381,8.562197092084006,25066.14723926381,0,0,0,0,0,
257,sandwich,20398,774.4155499999999,88429.35714285714,108130.06554209745,2.9877657754683584,19700.708399240295,0,2,4,1,4,
258,saugus,28037,4051.3080199999995,83193.25,97166.11484797337,10.018651842097585,13972.864847973378,7,2,8,4,11,-71.42857142857143
259,savoy,764,21.31395,55375.0,68215.8878504673,16.007194244604317,12840.887850467305,0,0,0,0,0,
260,scituate,18491,1382.5556692307691,110401.23076923077,144489.9338725979,2.8495201160858157,34088.70310336716,1,4,2,0,1,300.0
261,seekonk,14957,1187.262363636364,83507.18181818182,104439.3737176638,8.056792375129811,20932.19189948197,2,1,1,1,1,-50.0
262,sharon,18245,1227.5818818181817,132555.63636363635,172544.30534346262,1.8851867826511197,39988.66897982627,1,0,1,1,1,-100.0
263,sheffield,3190,105.4100975,66398.25,92018.4507265941,8.266661910094225,25620.200726594103,0,0,0,0,1,
264,shelburne,1935,624.611015,59590.5,100208.54709666764,8.720610159754896,40618.04709666764,1,0,0,0,0,-100.0
265,sherborn,4302,268.69486666666666,174861.0,223038.85641166402,1.1373326127424488,48177.856411664,1,1,1,1,1,0.0
266,shirley,7572,610.8168333333333,72700.66666666667,92460.11341036965,11.376042104921716,19759.44674370297,1,0,0,1,0,-100.0
267,shrewsbury,36716,2511.17103,110810.52631578948,127975.96623358589,5.654540102345392,16697.445659413737,1,1,3,7,5,0.0
268,shutesbury,1752,66.06882,76927.0,91552.4899057874,1.6470588235294117,14625.489905787399,0,0,0,0,0,
269,somerset,18257,2723.229727272727,67089.27272727272,81864.54498429019,14.007812943989164,14775.272257017461,1,1,1,2,2,0.0
270,somerville,79983,23609.809565217394,90211.8125,106057.79684780173,9.607203631953789,15983.024771811499,14,15,19,12,8,7.142857142857142
271,south hadley,17737,2003.1148923076923,71282.53846153847,84786.67483027573,7.3647499565649674,13504.136368737269,0,1,2,1,0,
272,southampton,6090,220.88400000000001,93459.75,117558.75434718421,4.485082924834476,24099.004347184196,0,0,1,0,0,
273,southborough,10021,854.9235714285713,140423.42857142858,185661.37657807223,3.3831936578402195,45237.94800664364,1,0,1,0,0,-100.0
274,southbridge,16858,3670.8499812500004,55629.5625,64384.434201541066,17.349610246585364,8754.871701541077,4,4,14,7,9,0.0
275,southwick,9711,622.4014199999999,80521.0,95506.84714533175,11.59247465144716,14985.847145331738,1,0,0,2,3,-100.0
276,spencer,11856,1600.6547199999998,73941.33333333333,76407.07203096134,11.635818860361486,4080.972363262855,0,7,2,1,1,
277,springfield,154613,8262.940928925618,40491.55263157895,52701.11507621886,24.08954542885389,11867.705922414969,31,65,75,56,108,109.6774193548387
278,sterling,8000,259.7117,98674.5,123784.86936298775,5.092359675686494,25110.36936298775,0,0,1,0,1,
279,stockbridge,1980,124.73785666666667,50483.666666666664,94928.58008498831,9.021351432628217,44444.91341832164,0,0,0,2,1,
280,stoneham,21967,4779.941194117646,93259.94117647059,108297.08736824476,6.0788372721619695,15037.146191774165,4,5,6,2,4,25.0
281,stoughton,28338,3144.502931578947,83581.33333333333,91855.35916199959,8.932083744500018,9466.29148475111,3,4,7,5,7,33.33333333333333
282,stow,7061,381.86246,144591.0,150503.4650182095,0.29057720117097946,5912.465018209499,0,0,0,0,0,
283,sturbridge,9496,462.71585000000005,85708.4,112979.72694352425,4.642497795376818,29706.04204831748,1,1,1,3,0,0.0
284,sudbury,18697,954.3500090909091,171719.27272727274,232882.38095606977,0.7329758332824629,61163.10822879709,0,0,0,0,0,
285,sunderland,3662,461.94703333333337,57037.333333333336,85704.59210452967,6.828611630701201,28667.258771196328,0,0,1,1,1,
286,sutton,9702,416.99645000000004,105500.2,122950.38212126512,2.9942687198536153,12773.721960152357,0,0,0,0,2,
287,swampscott,14563,7027.4031428571425,117348.28571428571,147833.27788553905,3.423104352537938,30484.992171253332,2,1,3,1,1,-50.0
288,swansea,16341,1387.2887111111113,78941.125,84757.25189444589,13.861087093719783,8369.152251187661,0,0,0,3,2,
289,taunton,56826,3323.8432806451606,60576.86666666667,75337.85701060864,16.01840586456927,13910.03683870596,23,18,44,31,37,-21.73913043478261
290,templeton,8117,285.70241999999996,65588.25,84044.06777489332,10.003805337779635,14104.866633510148,1,1,3,0,1,0.0
291,tewksbury,30666,1972.8239888888884,95603.22222222222,106113.97131661391,5.753835764670194,10510.74909439168,1,6,12,10,5,500.0
292,tisbury,4100,1012.39366,48170.75,95017.49331420758,4.2093013405230595,32779.514701011976,0,2,1,1,2,
293,tolland,666,21.10501,90417.0,97181.2274368231,7.142857142857143,6764.227436823101,0,0,0,0,1,
294,topsfield,6496,624.486025,135291.75,148100.051542563,2.792204357851411,12808.301542563,0,0,1,0,0,
295,townsend,9418,418.0273666666667,86956.16666666667,110430.87008418828,5.69232998016611,23474.703417521614,0,0,0,4,2,
296,truro,1580,86.12728333333332,59394.666666666664,65502.3850872051,8.384918130433357,6107.718420538433,0,0,1,0,0,
297,tyngsborough,12232,1007.1904000000001,114153.71428571429,124715.65710733098,4.600007613758641,10561.942821616682,1,2,1,2,4,100.0
298,tyringham,439,23.53882,86250.0,139664.204545455,2.1447721179624666,53414.204545454995,0,1,0,0,0,
299,upton,7770,798.3083,115081.5,132323.81748785626,3.1521661900391003,17242.31748785625,0,0,1,0,1,
300,uxbridge,13815,770.8687999999999,94147.0,104730.21915873881,4.911144593424649,10583.2191587388,0,1,0,0,0,
301,wakefield,26823,4820.686738095239,95564.42857142857,112571.17086271747,6.022550399375755,17006.742291288876,3,0,7,5,5,-100.0
302,wales,2009,127.7294,50625.0,65224.6625766871,7.355021216407355,14599.6625766871,0,0,0,0,1,
303,walpole,24960,1720.4081933333332,106298.13333333333,131996.74830142639,5.456683935495874,25698.614968093058,1,2,4,4,3,100.0
304,waltham,62832,8829.556041666667,90079.27906976744,100856.60435797575,8.971764371949744,13092.850784129241,11,6,11,11,3,-45.45454545454545
305,ware,9863,1131.1948142857143,50455.142857142855,61328.53606595168,9.27417326045693,10873.393208808828,8,3,10,5,4,-62.5
306,wareham,22535,1266.8392764705884,67297.0,75643.76610859802,8.845922888605282,9855.415655111661,12,13,17,19,18,8.333333333333332
307,warren,5199,279.391975,68332.0,70051.85813583784,6.609123261681994,3043.6366593435646,1,0,0,0,1,-100.0
308,warwick,1093,26.93103,66375.0,70621.568627451,9.079754601226995,4246.5686274509935,0,0,0,0,0,
309,washington,499,13.13744,86389.0,91221.12068965519,3.9603960396039604,4832.1206896551885,0,0,0,0,0,
310,watertown,34553,10602.419841379311,94090.07142857143,112144.78230119408,5.437320288975024,16621.471965589804,2,3,4,5,1,50.0
311,wayland,13700,1534.74443,168801.1,202156.83521378672,1.6532228410525058,33355.73521378671,0,0,1,1,1,
312,webster,16926,3691.1491818181826,60968.454545454544,73141.37787753444,14.81640341965403,12172.923332079894,5,6,5,9,9,20.0
313,wellesley,29004,3410.7106086956514,183940.21739130435,274138.80549638567,1.8370516676510533,90198.58810508126,0,1,0,0,0,
314,wellfleet,3171,164.51770666666667,56675.666666666664,73792.35597017063,5.676563088700925,17116.689303503965,0,0,0,1,0,
315,wendell,864,27.13465,42750.0,65966.4974619289,7.380607814761215,23216.4974619289,0,0,0,0,0,
316,wenham,5179,768.2543333333333,99841.0,174014.80962349536,1.0580858125996349,46581.821722692504,0,1,0,1,2,
317,west boylston,7892,882.3252000000001,80042.66666666667,101627.49339546538,8.135482654273284,21584.826728798715,1,0,2,2,1,-100.0
318,west bridgewater,7117,571.1374666666667,90476.5,100318.48036847271,6.2542668932045755,9841.980368472718,3,0,1,1,2,-100.0
319,west brookfield,3777,498.05193,67787.66666666667,88756.44975607232,7.140302548476718,20968.783089405668,0,0,0,0,0,
320,west newbury,4545,339.4316333333333,139565.66666666666,167077.64572386467,2.4305410505436584,27511.979057197994,0,0,0,0,0,
321,west springfield,29650,3532.899385714286,57651.25,68475.05184670852,11.719084740754461,11832.780569697206,6,8,4,4,12,33.33333333333333
322,west stockbridge,1095,110.26809499999999,74416.5,97838.0793661872,3.959986772486772,23421.5793661872,0,0,0,0,1,
323,west tisbury,2417,94.881675,92237.0,116438.37121782344,0.9939949718760808,24201.37121782345,1,0,1,0,0,-100.0
324,westborough,18836,1575.9938416666666,109271.41666666667,126078.81709128147,3.730240441781883,16807.40042461481,0,2,0,2,1,
325,westfield,41667,3018.9805846153836,63738.608695652176,78579.18703103936,9.273424546918244,11625.652586985614,8,4,16,8,16,-50.0
326,westford,24087,1232.5619749999998,138210.08333333334,151247.790378704,2.7735189196195384,13037.707045370675,1,0,1,3,0,-100.0
327,westhampton,1819,66.94523000000001,86591.0,100600.45045045,2.2154316271963332,14009.450450449993,0,0,0,0,0,
328,westminster,7566,215.28374,103587.8,119921.01973716042,6.681304103335604,16333.219737160418,0,1,0,1,0,
329,weston,12027,802.7266181818181,198719.54545454544,304709.36446787283,1.0812374106936544,105989.81901332736,0,0,1,1,0,
330,westport,15810,407.34850000000006,81306.11111111111,95977.38581963812,12.440937952886847,14671.274708527011,2,0,1,5,3,-100.0
331,westwood,15597,2074.86989,150912.6,188578.0578798633,2.7317835804735826,37665.457879863294,0,1,2,0,0,
332,weymouth,54469,4488.098561363636,82337.19047619047,98209.7873073019,6.363306522289906,16467.911129727094,25,35,57,55,33,40.0
333,whately,1339,66.50664,73750.0,95713.8103161398,6.26808100289296,21963.810316139803,0,0,0,0,0,
334,whitman,14864,2979.005923076923,82088.76923076923,96469.77371154306,6.8015836321311545,14381.004480773845,1,3,1,1,1,200.0
335,wilbraham,14553,887.7469777777779,108948.0,123682.91941937139,5.895686489397602,22517.99342152595,0,1,0,0,0,
336,williamsburg,2481,119.90702999999999,74244.5,95587.60107999564,3.193819366488498,21343.101079995642,0,0,0,0,1,
337,williamstown,7623,1020.9931285714284,76119.0,102476.42158720829,7.526321231290237,26357.421587208286,1,0,0,0,1,-100.0
338,wilmington,23538,1631.6052545454543,111282.90909090909,133224.50331482763,4.294763874757035,21941.594223918542,1,4,2,4,2,300.0
339,winchendon,10738,1202.5846,63314.666666666664,73285.45265266448,12.811237270259381,12482.988713621919,0,0,2,1,3,
340,winchester,22579,4395.895466666667,166581.06666666668,217934.10722402242,1.9634461028544579,51353.040557355744,11,9,10,6,12,-18.181818181818183
341,windsor,909,25.9768,81875.0,110717.195767196,1.4367816091954022,28842.195767195997,0,0,0,0,0,
342,winthrop,18462,11491.628777777778,75567.0,95947.05170488497,4.539958674980301,20380.051704884965,0,2,1,9,2,
343,woburn,39500,4170.169971428571,84871.42857142857,98642.69194244772,6.0895365945668685,13771.263371019148,5,1,9,10,8,-80.0
344,worcester,184743,9597.11031275168,52213.955555555556,65734.4034881688,15.49801207737855,14222.791135337287,86,120,109,118,134,39.53488372093023
345,wrentham,11597,611.38288,109280.0,133462.931270446,3.5579927737772747,24182.931270445995,1,2,1,2,1,100.0
346,yarmouth,23459,1200.93915,66455.38095238095,79616.74779806362,5.179871570443631,13195.409916163186,2,3,6,8,4,50.0
