town,generic_name,year,total_claim_count,total_30_day_fill_count,total_day_supply,total_drug_cost
south hadley,alprazolam,2013,435,472.5,13561,4771.4400000000005
south hadley,alprazolam,2014,472,514.9,14987,7558.33
south hadley,alprazolam,2015,580,651.0,18567,9760.89
south hadley,alprazolam,2016,422,500.0,13804,10202.91
south hadley,alprazolam,2017,375,439.09999999999997,12361,2994.19
south hadley,diazepam,2013,223,231.0,5892,2237.84
south hadley,diazepam,2014,200,214.0,5763,1252.3000000000002
south hadley,diazepam,2015,257,271.0,6598,10267.09
south hadley,diazepam,2016,219,249.0,6610,2886.85
south hadley,diazepam,2017,168,218.5,6076,1125.18
south hadley,lorazepam,2013,1173,1295.4,35625,10640.640000000001
south hadley,lorazepam,2014,1446,1551.6,41736,11073.890000000001
south hadley,lorazepam,2015,1794,1951.0,51848,12989.090000000002
south hadley,lorazepam,2016,1558,1722.0,45385,10097.53
south hadley,lorazepam,2017,1375,1541.4,40736,8356.630000000001
southampton,alprazolam,2015,75,85.7,1992,273.07
southampton,alprazolam,2016,135,147.6,3500,608.34
southampton,alprazolam,2017,145,165.3,3828,901.13
southampton,diazepam,2013,116,116.0,117,266.42
southampton,diazepam,2014,83,83.0,91,173.28
southampton,diazepam,2015,53,53.0,57,87.77
southampton,diazepam,2016,41,41.0,42,82.94
southampton,diazepam,2017,84,84.0,94,169.39
southampton,lorazepam,2013,59,59.0,63,127.24
southampton,lorazepam,2014,96,96.0,115,213.69
southampton,lorazepam,2015,291,297.0,3360,828.67
southampton,lorazepam,2016,392,401.0,4589,986.77
southampton,lorazepam,2017,391,402.5,5041,1055.19
southborough,alprazolam,2013,129,141.0,3996,800.09
southborough,alprazolam,2014,212,235.0,6669,1341.54
southborough,alprazolam,2015,294,325.5,9320,2240.0299999999997
southborough,alprazolam,2016,324,352.5,10043,2388.1899999999996
southborough,alprazolam,2017,376,402.0,11227,2959.1899999999996
southborough,diazepam,2013,109,117.0,2608,678.79
southborough,diazepam,2014,143,151.0,3300,806.61
southborough,diazepam,2015,161,165.4,3868,780.4899999999999
southborough,diazepam,2016,161,165.0,4046,755.87
southborough,diazepam,2017,189,201.0,4834,1045.2
southborough,lorazepam,2013,629,661.5,16509,4379.219999999999
southborough,lorazepam,2014,697,781.5,20011,4298.49
southborough,lorazepam,2015,723,836.8,22085,4198.12
southborough,lorazepam,2016,804,954.3,25851,3731.7400000000002
southborough,lorazepam,2017,802,921.4,24709,3683.6099999999997
southbridge,alprazolam,2013,761,819.4,23425,6435.49
southbridge,alprazolam,2014,825,900.3,25459,6375.87
southbridge,alprazolam,2015,803,863.0,24348,5655.93
southbridge,alprazolam,2016,804,866.2,24740,5826.689999999999
southbridge,alprazolam,2017,752,804.0,22950,5299.4800000000005
southbridge,diazepam,2013,291,299.0,7642,1778.56
southbridge,diazepam,2014,372,395.0,10566,2162.58
southbridge,diazepam,2015,396,406.0,10173,1844.2400000000002
southbridge,diazepam,2016,337,349.1,9142,2024.8700000000001
southbridge,diazepam,2017,355,361.0,9637,2213.51
southbridge,lorazepam,2013,1884,1940.1,52724,18644.23
southbridge,lorazepam,2014,1871,1933.2,52468,14424.739999999998
southbridge,lorazepam,2015,2043,2114.0,58975,13589.640000000001
southbridge,lorazepam,2016,1753,1812.8999999999999,50888,11912.510000000002
southbridge,lorazepam,2017,1732,1811.0,50440,10323.48
southwick,alprazolam,2013,227,245.0,6840,1360.22
southwick,alprazolam,2014,266,290.0,7457,1395.28
southwick,alprazolam,2015,291,318.0,8362,1263.02
southwick,alprazolam,2016,328,365.9,9515,1273.94
southwick,alprazolam,2017,254,291.9,7502,1348.21
southwick,diazepam,2013,57,57.0,1487,270.9
southwick,diazepam,2014,57,69.0,1689,303.4
southwick,diazepam,2015,62,83.0,2234,350.5
southwick,diazepam,2016,72,86.8,2133,346.29999999999995
southwick,diazepam,2017,57,57.0,1299,251.85
southwick,lorazepam,2013,286,319.0,8532,1959.35
southwick,lorazepam,2014,392,454.8,12099,2538.1000000000004
southwick,lorazepam,2015,480,551.9000000000001,14200,3416.68
southwick,lorazepam,2016,439,512.5,13637,3145.37
southwick,lorazepam,2017,330,378.5,9741,2135.0499999999997
spencer,alprazolam,2013,333,347.0,8765,2042.05
spencer,alprazolam,2014,352,386.4,9943,2016.84
spencer,alprazolam,2015,384,415.0,10699,2048.1000000000004
spencer,alprazolam,2016,399,419.6,11133,1965.4800000000002
spencer,alprazolam,2017,389,414.0,10823,1853.65
spencer,diazepam,2013,138,150.0,3537,556.38
spencer,diazepam,2014,77,81.0,2187,292.86
spencer,diazepam,2015,137,149.0,3849,398.83000000000004
spencer,diazepam,2016,169,179.0,4387,656.2999999999998
spencer,diazepam,2017,193,207.0,5425,844.4700000000001
spencer,lorazepam,2013,882,1012.6,26916,7099.049999999998
spencer,lorazepam,2014,986,1102.8,29232,5044.8
spencer,lorazepam,2015,1254,1425.5,37113,7634.250000000001
spencer,lorazepam,2016,1297,1477.3,38729,6160.470000000002
spencer,lorazepam,2017,1344,1460.7,37756,5644.98
springfield,alprazolam,2013,3166,3393.7999999999997,93991,22608.61999999999
springfield,alprazolam,2014,3661,3954.3,109070,23410.900000000005
springfield,alprazolam,2015,3990,4335.1,119363,27587.860000000008
springfield,alprazolam,2016,4564,5003.1,138766,29515.320000000003
springfield,alprazolam,2017,4405,4806.200000000001,129440,32612.129999999997
springfield,diazepam,2013,2439,2541.0,61335,18390.260000000006
springfield,diazepam,2014,2213,2312.3999999999996,58158,15164.39999999999
springfield,diazepam,2015,2321,2415.6,58198,19330.62
springfield,diazepam,2016,2622,2743.6,68119,22648.17
springfield,diazepam,2017,2552,2652.0000000000005,63972,22282.930000000004
springfield,lorazepam,2013,10979,11706.199999999999,301097,88301.68999999996
springfield,lorazepam,2014,11743,12638.800000000003,322863,82975.41999999997
springfield,lorazepam,2015,13071,14100.399999999996,362176,91146.45000000007
springfield,lorazepam,2016,15190,16384.899999999994,420194,93290.47000000007
springfield,lorazepam,2017,15822,17053.1,435947,99202.47999999998
sterling,alprazolam,2013,56,56.0,1680,615.92
sterling,alprazolam,2014,65,65.0,1950,474.46
sterling,alprazolam,2015,73,75.0,2140,426.07
sterling,alprazolam,2016,99,105.0,2856,509.82
sterling,alprazolam,2017,65,73.0,2161,596.76
sterling,diazepam,2013,65,65.0,1950,471.88
sterling,diazepam,2014,64,64.0,1900,318.56
sterling,diazepam,2015,49,49.0,1450,188.84
sterling,diazepam,2016,46,48.0,1293,292.31
sterling,diazepam,2017,39,51.0,1490,572.21
sterling,lorazepam,2013,118,120.0,3257,1201.6699999999998
sterling,lorazepam,2014,152,158.4,4400,1241.52
sterling,lorazepam,2015,206,208.0,5841,1354.9799999999998
sterling,lorazepam,2016,212,230.0,6403,1518.09
sterling,lorazepam,2017,215,229.0,6066,1351.84
stockbridge,alprazolam,2013,20,34.0,1005,115.59
stockbridge,alprazolam,2014,47,73.0,2052,237.44
stockbridge,alprazolam,2015,62,76.0,2280,227.49
stockbridge,alprazolam,2016,64,66.0,1855,273.82
stockbridge,alprazolam,2017,41,41.0,1135,188.84
stockbridge,diazepam,2013,19,19.0,570,91.25
stockbridge,diazepam,2014,11,19.0,570,55.29
stockbridge,diazepam,2015,17,23.0,610,124.5
stockbridge,diazepam,2016,22,30.0,720,162.34
stockbridge,lorazepam,2013,33,41.0,1009,198.34
stockbridge,lorazepam,2014,66,82.0,2042,332.16999999999996
stockbridge,lorazepam,2015,75,91.0,2445,427.19
stockbridge,lorazepam,2016,95,123.3,3561,1139.66
stockbridge,lorazepam,2017,64,93.0,2695,1164.49
stoneham,alprazolam,2013,1068,1245.7,33665,7190.790000000001
stoneham,alprazolam,2014,1137,1302.8,35254,7856.9299999999985
stoneham,alprazolam,2015,1172,1376.0,36539,6928.39
stoneham,alprazolam,2016,1251,1547.1,41801,6482.15
stoneham,alprazolam,2017,1226,1469.9,39148,7242.78
stoneham,diazepam,2013,447,485.3,11761,1954.1599999999999
stoneham,diazepam,2014,480,516.6,12667,2026.5300000000002
stoneham,diazepam,2015,442,471.0,11913,1691.5900000000001
stoneham,diazepam,2016,260,286.0,7600,3509.9799999999996
stoneham,diazepam,2017,226,264.0,7109,1075.77
stoneham,lorazepam,2013,2005,2240.7,58718,15278.95
stoneham,lorazepam,2014,2138,2358.3,61766,13774.029999999999
stoneham,lorazepam,2015,2246,2495.8,65199,12010.279999999999
stoneham,lorazepam,2016,2095,2398.3999999999996,62491,11782.260000000002
stoneham,lorazepam,2017,2060,2389.1,61514,9395.16
stoughton,alprazolam,2013,167,169.0,3180,950.76
stoughton,alprazolam,2014,121,121.0,2961,1025.69
stoughton,alprazolam,2015,142,142.0,3210,599.6600000000001
stoughton,alprazolam,2016,318,327.0,7821,2308.3699999999994
stoughton,alprazolam,2017,456,460.0,11194,4050.31
stoughton,diazepam,2013,109,117.0,2734,627.1
stoughton,diazepam,2014,109,125.0,3035,617.89
stoughton,diazepam,2015,37,43.0,1174,165.85
stoughton,diazepam,2016,44,52.0,1292,148.76999999999998
stoughton,diazepam,2017,34,38.0,1016,359.33000000000004
stoughton,lorazepam,2013,286,286.7,5085,2046.4699999999998
stoughton,lorazepam,2014,201,203.0,3808,1285.15
stoughton,lorazepam,2015,254,254.0,4419,1108.41
stoughton,lorazepam,2016,252,262.5,5326,1370.6299999999999
stoughton,lorazepam,2017,306,327.0,6843,1753.5700000000002
sturbridge,alprazolam,2013,156,175.0,5123,1352.97
sturbridge,alprazolam,2014,182,203.0,5779,1229.1000000000001
sturbridge,alprazolam,2015,125,149.0,4307,613.01
sturbridge,alprazolam,2016,181,223.0,6418,1357.17
sturbridge,alprazolam,2017,180,226.0,6415,1209.47
sturbridge,diazepam,2014,34,34.0,856,136.92
sturbridge,diazepam,2015,42,42.0,1081,216.28000000000003
sturbridge,diazepam,2016,43,47.0,1208,386.99
sturbridge,diazepam,2017,50,52.0,1455,494.95000000000005
sturbridge,lorazepam,2013,174,194.0,5051,1532.27
sturbridge,lorazepam,2014,179,215.0,5655,1447.24
sturbridge,lorazepam,2015,173,218.0,5343,1202.3
sturbridge,lorazepam,2016,206,295.3,7813,1194.3999999999999
sturbridge,lorazepam,2017,182,238.8,6593,830.8199999999999
sudbury,alprazolam,2013,157,174.2,4976,1904.0900000000001
sudbury,alprazolam,2014,127,136.0,4019,1289.34
sudbury,alprazolam,2015,132,137.0,4037,1462.93
sudbury,alprazolam,2016,107,114.5,3173,623.65
sudbury,alprazolam,2017,153,168.5,4808,1056.06
sudbury,diazepam,2013,29,35.0,1021,792.6
sudbury,diazepam,2014,46,50.0,1267,1193.39
sudbury,diazepam,2015,42,48.0,1270,1291.1899999999998
sudbury,diazepam,2016,56,64.0,1870,883.02
sudbury,diazepam,2017,65,81.0,2247,976.3499999999999
sudbury,lorazepam,2013,346,390.0,10532,3220.2000000000003
sudbury,lorazepam,2014,356,414.2,10475,2409.19
sudbury,lorazepam,2015,325,392.8,10859,2145.61
sudbury,lorazepam,2016,441,498.0,13280,2543.7000000000003
sudbury,lorazepam,2017,436,479.8,12566,2751.4399999999996
sunderland,alprazolam,2013,25,25.0,729,159.78
sunderland,diazepam,2013,19,19.0,570,149.33
sunderland,lorazepam,2013,53,53.0,1544,484.9
sutton,alprazolam,2013,60,64.0,1880,434.09000000000003
sutton,alprazolam,2014,49,51.0,1455,288.28
sutton,alprazolam,2015,52,56.0,1672,289.42
sutton,alprazolam,2016,61,63.0,1771,384.12
sutton,alprazolam,2017,30,31.3,854,264.15
sutton,diazepam,2013,28,36.0,872,157.3
sutton,diazepam,2014,22,24.0,652,83.59
sutton,diazepam,2015,36,38.0,1072,99.02000000000001
sutton,diazepam,2016,38,46.0,1318,103.88
sutton,diazepam,2017,29,29.0,814,131.64
sutton,lorazepam,2013,116,140.0,4066,1165.69
sutton,lorazepam,2014,202,220.0,6357,1564.0099999999998
sutton,lorazepam,2015,172,188.0,5476,1628.0600000000002
sutton,lorazepam,2016,167,189.0,5371,937.5
sutton,lorazepam,2017,263,284.2,7966,1891.6299999999999
swampscott,alprazolam,2013,316,348.5,9585,2024.94
swampscott,alprazolam,2014,363,393.2,10687,2052.24
swampscott,alprazolam,2015,410,451.2,12636,2822.6800000000003
swampscott,alprazolam,2016,441,476.2,12867,2574.7200000000003
swampscott,alprazolam,2017,445,481.0,13021,2675.6299999999997
swampscott,diazepam,2013,118,118.0,3119,545.4200000000001
swampscott,diazepam,2014,95,95.0,2637,323.07
swampscott,diazepam,2015,92,93.3,2625,389.09
swampscott,diazepam,2016,72,73.3,2113,468.02
swampscott,diazepam,2017,114,124.69999999999999,3500,660.1400000000001
swampscott,lorazepam,2013,721,818.6,21009,6727.78
swampscott,lorazepam,2014,759,879.7,22959,5604.290000000001
swampscott,lorazepam,2015,779,903.6999999999999,23895,5218.03
swampscott,lorazepam,2016,847,948.2,24256,5707.420000000001
swampscott,lorazepam,2017,884,981.6,25228,4957.16
swansea,alprazolam,2013,175,181.0,5145,1567.58
swansea,alprazolam,2014,214,236.0,6915,1683.9
swansea,alprazolam,2015,253,293.0,7900,1902.42
swansea,alprazolam,2016,305,339.0,9338,2246.56
swansea,alprazolam,2017,319,377.0,10229,3128.7899999999995
swansea,diazepam,2013,175,179.0,5133,1240.35
swansea,diazepam,2014,244,246.0,6341,9039.48
swansea,diazepam,2015,243,244.0,6101,10858.91
swansea,diazepam,2016,251,253.0,6141,7381.759999999999
swansea,diazepam,2017,232,234.0,5790,1050.45
swansea,lorazepam,2013,429,479.5,12766,3992.71
swansea,lorazepam,2014,501,559.5,14885,3371.88
swansea,lorazepam,2015,671,748.5,19162,3658.6200000000003
swansea,lorazepam,2016,824,899.6,23628,5059.240000000001
swansea,lorazepam,2017,917,1000.0,25538,5171.7
taunton,alprazolam,2013,2862,2975.9,80825,20029.989999999994
taunton,alprazolam,2014,2961,3133.8,85609,19223.999999999996
taunton,alprazolam,2015,3256,3457.8999999999996,94853,20719.68
taunton,alprazolam,2016,3606,3807.2000000000003,103165,19422.180000000004
taunton,alprazolam,2017,3182,3372.6,90394,18892.200000000004
taunton,diazepam,2013,1229,1248.5,20564,4798.4800000000005
taunton,diazepam,2014,966,976.0,19296,4041.8599999999997
taunton,diazepam,2015,887,894.2,20287,3929.05
taunton,diazepam,2016,879,880.0,22395,4396.44
taunton,diazepam,2017,803,809.0,19498,4549.82
taunton,lorazepam,2013,3511,3591.2000000000003,93872,28324.959999999992
taunton,lorazepam,2014,3742,3861.0999999999995,98898,24219.049999999992
taunton,lorazepam,2015,4224,4381.0,110193,24397.610000000015
taunton,lorazepam,2016,4058,4243.8,112673,22632.049999999992
taunton,lorazepam,2017,3919,4122.1,102703,18596.890000000003
templeton,alprazolam,2013,58,58.0,1698,315.53
templeton,alprazolam,2014,73,83.0,2395,521.64
templeton,alprazolam,2015,73,91.0,2594,659.75
templeton,alprazolam,2016,36,43.0,1275,350.6
templeton,alprazolam,2017,30,30.0,801,220.57999999999998
templeton,diazepam,2013,54,56.0,1489,299.33000000000004
templeton,diazepam,2014,75,82.4,2441,407.72
templeton,diazepam,2015,49,49.0,1365,190.63
templeton,diazepam,2016,69,69.0,1823,753.2
templeton,diazepam,2017,66,66.0,1758,227.26
templeton,lorazepam,2013,376,386.1,10397,3437.74
templeton,lorazepam,2014,370,390.0,10565,2637.7799999999997
templeton,lorazepam,2015,444,470.0,11854,3229.16
templeton,lorazepam,2016,503,545.7,14220,2542.2100000000005
templeton,lorazepam,2017,315,343.0,8029,1621.54
tewksbury,alprazolam,2013,1116,1214.7,33284,7631.1900000000005
tewksbury,alprazolam,2014,1074,1146.0,31067,6654.430000000001
tewksbury,alprazolam,2015,1172,1253.1999999999998,33469,6678.620000000001
tewksbury,alprazolam,2016,1193,1298.8,34779,7071.92
tewksbury,alprazolam,2017,1344,1474.0,39471,7724.23
tewksbury,diazepam,2013,338,350.0,8539,3110.0899999999997
tewksbury,diazepam,2014,306,314.0,7717,1524.96
tewksbury,diazepam,2015,301,303.5,8098,2875.36
tewksbury,diazepam,2016,447,451.0,12662,5746.45
tewksbury,diazepam,2017,471,473.6,12913,4747.6900000000005
tewksbury,lorazepam,2013,2620,2728.7,53448,19153.599999999995
tewksbury,lorazepam,2014,2324,2478.1,54413,15241.899999999998
tewksbury,lorazepam,2015,2401,2505.8,53238,14155.519999999999
tewksbury,lorazepam,2016,2835,2954.7,62965,16566.44
tewksbury,lorazepam,2017,2861,2978.2999999999997,66898,14811.42
townsend,alprazolam,2013,102,120.0,3234,628.99
townsend,alprazolam,2014,149,151.0,4144,847.3199999999999
townsend,alprazolam,2015,149,155.0,4483,1099.11
townsend,alprazolam,2016,152,159.5,4545,939.21
townsend,alprazolam,2017,59,67.0,1945,436.87
townsend,diazepam,2013,21,21.0,630,75.61
townsend,diazepam,2014,14,14.0,420,43.04
townsend,diazepam,2016,14,18.0,540,56.2
townsend,lorazepam,2013,123,123.0,3465,833.4100000000001
townsend,lorazepam,2014,174,180.0,4793,952.92
townsend,lorazepam,2015,196,200.0,5425,909.02
townsend,lorazepam,2016,223,231.0,6717,1111.8600000000001
townsend,lorazepam,2017,122,122.3,3347,778.0
tyngsborough,alprazolam,2013,22,22.0,605,240.72
upton,alprazolam,2013,103,105.0,3013,989.84
upton,alprazolam,2014,128,130.0,3823,1086.61
upton,alprazolam,2015,218,220.0,6029,1576.6100000000001
upton,alprazolam,2016,316,332.0,9519,7937.26
upton,alprazolam,2017,300,310.3,9204,9364.54
upton,diazepam,2013,109,109.0,3223,447.41
upton,diazepam,2014,196,196.0,5816,706.45
upton,diazepam,2015,217,223.0,6503,726.87
upton,diazepam,2016,190,198.0,5796,721.61
upton,diazepam,2017,194,198.0,5863,878.58
upton,lorazepam,2013,341,359.3,10355,3588.26
upton,lorazepam,2014,376,384.5,11083,2942.66
upton,lorazepam,2015,451,462.7,13211,4796.38
upton,lorazepam,2016,518,540.0,15359,4070.5099999999998
upton,lorazepam,2017,462,477.0,13117,2694.32
uxbridge,alprazolam,2013,145,153.0,4205,893.64
uxbridge,alprazolam,2014,245,264.0,6513,1546.9099999999999
uxbridge,alprazolam,2015,203,230.20000000000002,6007,874.1199999999999
uxbridge,alprazolam,2016,233,266.1,6784,1089.4
uxbridge,alprazolam,2017,211,243.79999999999998,6222,1293.46
uxbridge,diazepam,2013,116,126.0,3584,628.45
uxbridge,diazepam,2014,126,138.0,3672,671.17
uxbridge,diazepam,2015,91,99.0,2507,392.96000000000004
uxbridge,diazepam,2016,101,109.0,2795,430.43
uxbridge,diazepam,2017,97,105.3,2670,664.8399999999999
uxbridge,lorazepam,2013,431,495.0,12244,3623.14
uxbridge,lorazepam,2014,449,486.3,11661,3302.3800000000006
uxbridge,lorazepam,2015,427,457.0,10337,2530.99
uxbridge,lorazepam,2016,560,603.2,14508,3374.2400000000002
uxbridge,lorazepam,2017,572,638.5,15304,3479.36
wakefield,alprazolam,2013,523,527.0,14293,5083.860000000001
wakefield,alprazolam,2014,428,447.5,13072,4438.8
wakefield,alprazolam,2015,137,154.5,4280,1320.6999999999998
wakefield,alprazolam,2016,119,142.4,4022,1580.1499999999999
wakefield,alprazolam,2017,117,138.5,3929,1203.3600000000001
wakefield,diazepam,2013,124,145.0,4026,1102.1599999999999
wakefield,diazepam,2014,72,85.5,2518,527.98
wakefield,diazepam,2015,49,55.0,1641,318.20000000000005
wakefield,diazepam,2016,66,78.0,2118,448.53000000000003
wakefield,diazepam,2017,13,13.0,390,305.5
wakefield,lorazepam,2013,400,444.0,12643,4210.02
wakefield,lorazepam,2014,562,625.2,17492,4868.129999999999
wakefield,lorazepam,2015,309,337.0,9256,3412.86
wakefield,lorazepam,2016,319,367.0,9820,3753.4100000000003
wakefield,lorazepam,2017,333,374.2,10294,2681.04
walpole,alprazolam,2013,121,128.0,3261,849.78
walpole,alprazolam,2014,153,167.0,4609,1069.66
walpole,alprazolam,2015,158,183.0,5085,1162.52
walpole,alprazolam,2016,166,186.0,5000,615.37
walpole,alprazolam,2017,213,240.3,5937,1163.37
walpole,diazepam,2013,91,99.0,2820,491.79
walpole,diazepam,2014,84,99.0,2688,548.3199999999999
walpole,diazepam,2015,105,107.0,2869,380.05999999999995
walpole,diazepam,2016,117,131.0,3593,516.18
walpole,diazepam,2017,74,78.0,2266,407.27
walpole,lorazepam,2013,664,728.0,19412,3929.980000000001
walpole,lorazepam,2014,752,843.1,21959,3913.43
walpole,lorazepam,2015,843,962.7,24783,4079.63
walpole,lorazepam,2016,993,1148.2,30577,6139.099999999999
walpole,lorazepam,2017,1239,1390.7,36798,6686.57
waltham,alprazolam,2013,801,913.4,26295,9120.34
waltham,alprazolam,2014,829,947.8,26316,6959.409999999999
waltham,alprazolam,2015,909,1011.1,28632,7270.540000000001
waltham,alprazolam,2016,977,1086.0,30614,7914.54
waltham,alprazolam,2017,870,1018.5,28290,7538.040000000001
waltham,diazepam,2013,429,456.0,12617,2197.2100000000005
waltham,diazepam,2014,346,370.2,10004,1491.22
waltham,diazepam,2015,441,504.2,14063,1673.0899999999997
waltham,diazepam,2016,467,509.0,13737,2245.7
waltham,diazepam,2017,458,484.0,13633,3060.3800000000006
waltham,lorazepam,2013,2616,2864.7999999999997,74829,24340.7
waltham,lorazepam,2014,2594,2846.8,77012,19284.579999999994
waltham,lorazepam,2015,2347,2673.5,73471,17099.479999999996
waltham,lorazepam,2016,3497,3841.5,99912,32854.47
waltham,lorazepam,2017,3145,3507.1,91738,32995.07000000001
ware,alprazolam,2015,16,16.0,386,54.47
ware,diazepam,2014,24,24.0,697,234.14
ware,diazepam,2015,25,25.0,675,111.5
ware,diazepam,2017,13,15.0,311,35.04
ware,lorazepam,2013,12,16.0,440,122.45
ware,lorazepam,2014,214,238.0,6851,1742.51
ware,lorazepam,2015,402,437.7,12745,2468.36
ware,lorazepam,2016,295,325.0,9476,1854.61
ware,lorazepam,2017,214,227.0,6404,866.38
wareham,alprazolam,2013,588,629.6,16470,4422.310000000001
wareham,alprazolam,2014,692,740.1,19481,4827.91
wareham,alprazolam,2015,553,604.0,15733,3963.6000000000004
wareham,alprazolam,2016,767,822.3,20489,4768.070000000001
wareham,alprazolam,2017,796,849.2,21333,4811.000000000001
wareham,diazepam,2013,220,228.0,5440,1765.3299999999997
wareham,diazepam,2014,221,229.7,5834,1951.2800000000002
wareham,diazepam,2015,236,236.5,5828,1058.7
wareham,diazepam,2016,242,248.3,5974,1303.5900000000001
wareham,diazepam,2017,269,289.0,6530,1417.8299999999997
wareham,lorazepam,2013,1308,1441.5,38046,15456.229999999998
wareham,lorazepam,2014,1379,1514.3999999999999,39086,20454.390000000003
wareham,lorazepam,2015,1333,1448.1000000000001,36874,26736.239999999994
wareham,lorazepam,2016,1693,1839.0,47586,27148.330000000016
wareham,lorazepam,2017,1739,1934.3,50453,27916.159999999996
warren,alprazolam,2013,15,15.0,417,63.3
warren,alprazolam,2014,15,15.0,430,87.1
warren,alprazolam,2015,35,37.0,918,166.57999999999998
warren,alprazolam,2016,67,79.0,2336,356.65999999999997
warren,alprazolam,2017,74,77.0,2205,482.03
warren,diazepam,2016,18,18.0,500,200.01
warren,diazepam,2017,14,14.0,260,179.12
warren,lorazepam,2013,19,21.0,400,146.27
warren,lorazepam,2014,70,72.0,1587,464.89
warren,lorazepam,2015,75,103.0,2671,1079.19
warren,lorazepam,2016,164,192.0,4593,1010.0799999999999
warren,lorazepam,2017,225,265.5,6484,1448.98
watertown,alprazolam,2013,306,335.7,9196,2118.7400000000002
watertown,alprazolam,2014,548,610.2,16574,4307.39
watertown,alprazolam,2015,681,775.3000000000001,22181,5344.780000000001
watertown,alprazolam,2016,701,777.0,22370,4005.399999999999
watertown,alprazolam,2017,554,640.0,18510,4786.13
watertown,diazepam,2013,155,167.3,4595,896.63
watertown,diazepam,2014,233,247.5,7269,1345.16
watertown,diazepam,2015,388,420.5,12070,1820.4800000000002
watertown,diazepam,2016,353,386.3,11332,1985.4799999999998
watertown,diazepam,2017,285,307.0,8867,1771.8399999999997
watertown,lorazepam,2013,1098,1305.0000000000002,34436,7176.719999999998
watertown,lorazepam,2014,1312,1534.6,40976,7256.089999999999
watertown,lorazepam,2015,1676,1974.2,53942,8963.349999999999
watertown,lorazepam,2016,1752,2034.9,55764,8164.67
watertown,lorazepam,2017,1821,2092.1000000000004,54909,8900.0
wayland,alprazolam,2013,394,400.7,10520,5856.8
wayland,alprazolam,2014,398,420.0,10990,4014.17
wayland,alprazolam,2015,347,369.0,9993,3950.0499999999997
wayland,alprazolam,2016,352,374.0,10799,2230.6400000000003
wayland,alprazolam,2017,306,340.0,9934,2591.9300000000003
wayland,diazepam,2013,175,183.0,5203,1310.13
wayland,diazepam,2014,160,164.0,4799,993.3399999999999
wayland,diazepam,2015,167,168.0,4974,772.04
wayland,diazepam,2016,199,203.0,5923,1093.07
wayland,diazepam,2017,169,173.5,4699,1184.3500000000001
wayland,lorazepam,2013,595,634.0,18121,5413.510000000001
wayland,lorazepam,2014,632,668.0,19295,5341.609999999999
wayland,lorazepam,2015,636,653.0,18501,4261.53
wayland,lorazepam,2016,715,789.0,22767,4498.5599999999995
wayland,lorazepam,2017,488,534.6,15195,2516.0800000000004
webster,alprazolam,2013,1125,1194.6,33323,8108.22
webster,alprazolam,2014,1110,1199.5,33559,7165.330000000001
webster,alprazolam,2015,1089,1159.0,32635,6176.520000000001
webster,alprazolam,2016,1056,1125.3,31571,5435.139999999999
webster,alprazolam,2017,953,1022.0,28141,5827.400000000001
webster,diazepam,2013,205,210.3,5925,913.32
webster,diazepam,2014,294,317.0,8436,1196.0700000000002
webster,diazepam,2015,257,267.3,7208,941.6000000000001
webster,diazepam,2016,281,310.3,8489,968.87
webster,diazepam,2017,166,178.3,5223,583.5799999999999
webster,lorazepam,2013,1330,1462.0,40164,11228.14
webster,lorazepam,2014,1382,1537.2,41662,8786.0
webster,lorazepam,2015,1396,1560.9,42450,7593.4
webster,lorazepam,2016,1480,1608.2,44545,7151.4
webster,lorazepam,2017,1344,1515.3,42427,6400.81
wellesley,alprazolam,2013,744,855.2,22210,4516.590000000001
wellesley,alprazolam,2014,722,818.5,22265,4936.89
wellesley,alprazolam,2015,1103,1243.6999999999998,33715,6594.200000000002
wellesley,alprazolam,2016,1103,1283.3999999999999,34671,6475.33
wellesley,alprazolam,2017,1137,1283.0,35262,7514.929999999997
wellesley,diazepam,2013,390,427.9,10511,1806.5600000000002
wellesley,diazepam,2014,480,534.2,13181,2029.8
wellesley,diazepam,2015,565,621.8,14898,2555.82
wellesley,diazepam,2016,504,568.7,14003,2440.37
wellesley,diazepam,2017,481,549.3,13440,2255.1600000000003
wellesley,lorazepam,2013,2879,3334.8,88714,17739.629999999997
wellesley,lorazepam,2014,3345,3875.2000000000007,101825,18319.829999999998
wellesley,lorazepam,2015,4177,4861.700000000001,129441,23121.070000000007
wellesley,lorazepam,2016,4319,5108.6,135284,36380.06
wellesley,lorazepam,2017,4179,4835.700000000001,126433,17919.270000000004
wellfleet,alprazolam,2013,111,123.0,3013,645.78
wellfleet,alprazolam,2014,118,128.5,3045,653.99
wellfleet,alprazolam,2015,127,142.9,3678,559.7
wellfleet,alprazolam,2016,107,118.0,3263,702.4200000000001
wellfleet,alprazolam,2017,73,77.0,1886,559.9100000000001
wellfleet,diazepam,2013,26,26.0,748,127.74
wellfleet,diazepam,2014,56,60.0,1571,208.11
wellfleet,diazepam,2015,47,55.4,1449,263.52
wellfleet,diazepam,2016,13,17.0,510,65.29
wellfleet,diazepam,2017,16,16.0,408,37.86
wellfleet,lorazepam,2013,359,398.0,10040,2394.2499999999995
wellfleet,lorazepam,2014,409,469.6,12103,2357.94
wellfleet,lorazepam,2015,496,570.5,14708,2606.1
wellfleet,lorazepam,2016,397,457.0,11547,1810.8899999999999
