,city_death,year,death_count_next_year,over_65_count,over_65_prop,med_house_inc,mean_house_inc,less_than_hs_ed,at_or_below_pov_prop,pop_struggling_prop,urb_v_rur,town_status
115,bedford,2013,1,3078,0.21822048918823111,124504.22222222223,151027.7814162325,2.3693803159173754,0.02536258290212084,0.07900298812039938,rural,grown
116,bedford,2014,1,3078,0.21822048918823111,124504.22222222223,151027.7814162325,2.3693803159173754,0.02536258290212084,0.07900298812039938,rural,grown
117,bedford,2015,2,3078,0.21822048918823111,124504.22222222223,151027.7814162325,2.3693803159173754,0.02536258290212084,0.07900298812039938,rural,grown
118,bedford,2016,2,3078,0.21822048918823111,124504.22222222223,151027.7814162325,2.3693803159173754,0.02536258290212084,0.07900298812039938,rural,grown
119,bedford,2017,1,3078,0.21822048918823111,124504.22222222223,151027.7814162325,2.3693803159173754,0.02536258290212084,0.07900298812039938,rural,grown
120,belchertown,2013,1,2721,0.18254394203676366,87325.66666666669,105305.02638535477,6.400318028225005,0.0576884150867013,0.09621483030834628,rural,grown
121,belchertown,2014,0,2721,0.18254394203676366,87325.66666666669,105305.02638535477,6.400318028225005,0.0576884150867013,0.09621483030834628,rural,grown
122,belchertown,2015,1,2721,0.18254394203676366,87325.66666666669,105305.02638535477,6.400318028225005,0.0576884150867013,0.09621483030834628,rural,grown
123,belchertown,2016,3,2721,0.18254394203676366,87325.66666666669,105305.02638535477,6.400318028225005,0.0576884150867013,0.09621483030834628,rural,grown
124,belchertown,2017,6,2721,0.18254394203676366,87325.66666666669,105305.02638535477,6.400318028225005,0.0576884150867013,0.09621483030834628,rural,grown
125,bellingham,2013,2,2330,0.13763364640557624,96905.77777777777,116765.78432545734,6.006031160998492,0.04181579575280363,0.0587568599379623,rural,grown
126,bellingham,2014,2,2330,0.13763364640557624,96905.77777777777,116765.78432545734,6.006031160998492,0.04181579575280363,0.0587568599379623,rural,grown
127,bellingham,2015,1,2330,0.13763364640557624,96905.77777777777,116765.78432545734,6.006031160998492,0.04181579575280363,0.0587568599379623,rural,grown
128,bellingham,2016,1,2330,0.13763364640557624,96905.77777777777,116765.78432545734,6.006031160998492,0.04181579575280363,0.0587568599379623,rural,grown
129,bellingham,2017,2,2330,0.13763364640557624,96905.77777777777,116765.78432545734,6.006031160998492,0.04181579575280363,0.0587568599379623,rural,grown
130,belmont,2013,1,5009,0.19291353745426532,133904.22222222222,169356.88168527177,3.489858293970548,0.055270122995484984,0.0535575276350615,rural,grown
131,belmont,2014,1,5009,0.19291353745426532,133904.22222222222,169356.88168527177,3.489858293970548,0.055270122995484984,0.0535575276350615,rural,grown
132,belmont,2015,1,5009,0.19291353745426532,133904.22222222222,169356.88168527177,3.489858293970548,0.055270122995484984,0.0535575276350615,rural,grown
133,belmont,2016,2,5009,0.19291353745426532,133904.22222222222,169356.88168527177,3.489858293970548,0.055270122995484984,0.0535575276350615,rural,grown
134,belmont,2017,1,5009,0.19291353745426532,133904.22222222222,169356.88168527177,3.489858293970548,0.055270122995484984,0.0535575276350615,rural,grown
135,berkley,2013,1,847,0.1277526395173454,94247.66666666669,107201.58783799356,6.329386437029062,0.03928085813567004,0.0927632572896208,rural,grown
136,berkley,2014,0,847,0.1277526395173454,94247.66666666669,107201.58783799356,6.329386437029062,0.03928085813567004,0.0927632572896208,rural,grown
137,berkley,2015,2,847,0.1277526395173454,94247.66666666669,107201.58783799356,6.329386437029062,0.03928085813567004,0.0927632572896208,rural,grown
138,berkley,2016,2,847,0.1277526395173454,94247.66666666669,107201.58783799356,6.329386437029062,0.03928085813567004,0.0927632572896208,rural,grown
139,berkley,2017,1,847,0.1277526395173454,94247.66666666669,107201.58783799356,6.329386437029062,0.03928085813567004,0.0927632572896208,rural,grown
140,berlin,2013,0,614,0.19819238218205293,90776.5,121826.90281957849,6.2472695500218425,0.028877352368591826,0.08208955223880597,rural,grown
